[00:00.000 --> 00:00.840]  Exactly.
[01:07:45.690 --> 01:07:49.650]  that can be swayed instead of testing based on like,
[01:07:49.650 --> 01:07:51.050]  close your eyes and smoke this shit.
[01:07:51.050 --> 01:07:52.490]  Did your pain go away?
[01:07:52.490 --> 01:07:54.530]  And like a half hour later, everybody comes back
[01:07:54.530 --> 01:07:56.490]  saying like, what the fuck did you give me?
[01:07:56.490 --> 01:07:58.770]  Right, and you're like, well, this is what I use
[01:07:58.770 --> 01:08:00.530]  for this specific ailment.
[01:08:00.530 --> 01:08:02.570]  This is the name of it.
[01:08:02.570 --> 01:08:04.010]  If you need it, we have it.
[01:08:04.050 --> 01:08:05.210]  It's also another club.
[01:08:05.210 --> 01:08:07.370]  So go over there, like that's what we used to do.
[01:08:07.370 --> 01:08:08.930]  When people came in and didn't have money,
[01:08:08.930 --> 01:08:10.690]  we'd give them what we thought worked.
[01:08:10.690 --> 01:08:11.890]  Once they found out what worked,
[01:08:11.890 --> 01:08:13.570]  then we'd start charging them for it, right?
[01:08:13.570 --> 01:08:16.090]  We didn't wanna charge broke sick people for shit
[01:08:16.090 --> 01:08:18.770]  that might've made their fucking condition worse.
[01:08:18.770 --> 01:08:20.890]  This is how I found out which medicinal.
[01:08:20.890 --> 01:08:24.570]  And it's also called like, I tell everyone,
[01:08:24.570 --> 01:08:26.610]  it comes from the fact that I lost so many people
[01:08:26.610 --> 01:08:29.610]  that died from cancer or drinking or in a wreck
[01:08:29.610 --> 01:08:33.490]  or some shit, now myself being two thirds of a human,
[01:08:33.930 --> 01:08:35.850]  because I lost so much of my body parts, right?
[01:08:35.850 --> 01:08:37.450]  It's reality.
[01:08:37.450 --> 01:08:39.210]  There's someone out there dying from the condition
[01:08:39.210 --> 01:08:40.490]  you're pretending you're helping them with.
[01:08:40.490 --> 01:08:42.490]  And when you're telling them it's couch lock
[01:08:42.490 --> 01:08:46.170]  or it's gonna get you an upper high, you're full of shit.
[01:08:46.170 --> 01:08:47.970]  That has nothing to do with the dude
[01:08:47.970 --> 01:08:49.410]  who's got a traumatic brain injury,
[01:08:49.410 --> 01:08:51.890]  who's having fucking seizures 12 times a day.
[01:08:51.890 --> 01:08:54.170]  And you just read in a book that Bubba might work
[01:08:54.170 --> 01:08:55.290]  because it's an indica.
[01:08:55.290 --> 01:08:58.650]  Find out which lines work by offering it to people
[01:08:58.650 --> 01:09:00.450]  or doing your research and finding out
[01:09:00.450 --> 01:09:02.010]  which lines really did work.
[01:09:02.050 --> 01:09:04.530]  Do a medicinal breakdown on these things
[01:09:04.530 --> 01:09:06.730]  instead of a marketing breakdown.
[01:09:06.730 --> 01:09:08.530]  When you do a marketing breakdown, it's easy.
[01:09:08.530 --> 01:09:10.770]  All you gotta do is put the hypest name on the strain,
[01:09:10.770 --> 01:09:12.490]  cross it to some shit people read about
[01:09:12.490 --> 01:09:13.690]  and you sell them out, right?
[01:09:13.690 --> 01:09:14.570]  Every fucking day.
[01:09:14.570 --> 01:09:17.690]  And we have no proof that these things do anything but sell.
[01:09:17.690 --> 01:09:18.530]  Yeah.
[01:09:18.530 --> 01:09:19.890]  And that's why I went for that lifesaver
[01:09:19.890 --> 01:09:21.970]  because I saw that change a man's life.
[01:09:21.970 --> 01:09:24.130]  I know that it eases pain.
[01:09:24.130 --> 01:09:26.930]  So my back hurts, I'm going for the lifesaver.
[01:09:26.930 --> 01:09:30.290]  So thank you James Bean for putting that out there, man.
[01:09:31.130 --> 01:09:31.970]  Yeah.
[01:09:31.970 --> 01:09:33.250]  And Bog, of course, RIP Bog.
[01:09:33.250 --> 01:09:35.810]  There's a reason Bog made it as far as he did.
[01:09:35.810 --> 01:09:38.170]  And it wasn't because the seeds were hype.
[01:09:38.170 --> 01:09:40.530]  It was because the man put in the time
[01:09:40.530 --> 01:09:43.810]  when he was here with us to find out what the line did.
[01:09:43.810 --> 01:09:44.850]  He broke his lines down.
[01:09:44.850 --> 01:09:46.170]  He told you how they were gonna grow,
[01:09:46.170 --> 01:09:47.730]  how they were gonna smell.
[01:09:47.730 --> 01:09:50.330]  He didn't have to show you some fucking fancy picture.
[01:09:50.330 --> 01:09:52.850]  His information that he had in his head through experience
[01:09:52.850 --> 01:09:54.850]  was able to do that for him.
[01:09:54.850 --> 01:09:56.650]  You know, well, I know, but like,
[01:09:56.650 --> 01:09:59.690]  he really only paid attention to the guy after a while
[01:09:59.730 --> 01:10:01.330]  because he was right about the information
[01:10:01.330 --> 01:10:02.530]  he was passing to you.
[01:10:02.530 --> 01:10:04.610]  He didn't write a book that was full of shit.
[01:10:04.610 --> 01:10:07.850]  He wasn't on the forums telling you cow mag all fucking day.
[01:10:07.850 --> 01:10:09.730]  He was still asking you the question.
[01:10:09.730 --> 01:10:11.090]  And then he'd pass you the answer
[01:10:11.090 --> 01:10:13.370]  just because he had a bag over his head in the picture
[01:10:13.370 --> 01:10:15.330]  didn't mean he was hiding from you.
[01:10:15.330 --> 01:10:18.050]  It just meant that the laws where he's at
[01:10:18.050 --> 01:10:20.210]  and the way he feels about them,
[01:10:20.210 --> 01:10:21.930]  this is some clown shoes type of shit.
[01:10:21.930 --> 01:10:23.610]  So right, he puts a bag on his head,
[01:10:23.610 --> 01:10:24.890]  shows that as his picture,
[01:10:24.890 --> 01:10:26.850]  but puts in the time and information
[01:10:26.850 --> 01:10:28.410]  to pass to another person that could,
[01:10:28.410 --> 01:10:29.770]  they could do the same fucking thing.
[01:10:29.770 --> 01:10:31.650]  Exactly, homie, don't play that shit.
[01:10:31.650 --> 01:10:34.050]  It's called 22s and Us.
[01:10:34.050 --> 01:10:35.490]  It's a size 22s.
[01:10:35.490 --> 01:10:36.810]  I say it to everyone.
[01:10:36.810 --> 01:10:38.650]  When anyone's acting like a fucking clown,
[01:10:38.650 --> 01:10:40.890]  I tell them it's the size 22 crew.
[01:10:40.890 --> 01:10:42.210]  These motherfuckers don't stop.
[01:10:42.210 --> 01:10:45.090]  They're gonna push the prettiest packaging they can on you
[01:10:45.090 --> 01:10:47.050]  with the new famous name.
[01:10:47.050 --> 01:10:51.330]  And that line has no real proof
[01:10:51.330 --> 01:10:53.610]  that it's done fucking anything but sell, right?
[01:10:53.610 --> 01:10:55.330]  You got bog that's been out there for years
[01:10:55.330 --> 01:10:58.770]  with lines that have done what they say they can do
[01:10:58.770 --> 01:11:00.930]  medicinally plus breeding potential.
[01:11:00.930 --> 01:11:03.290]  Like how many lines have came from crosses
[01:11:03.290 --> 01:11:05.810]  that bog made or other breeders that now
[01:11:05.810 --> 01:11:09.050]  are in somebody else's stuff that makes it farther, right?
[01:11:09.050 --> 01:11:11.130]  Some people will breed with some shit you never heard of.
[01:11:11.130 --> 01:11:12.290]  It doesn't never go nowhere.
[01:11:12.290 --> 01:11:13.330]  You never know what it is.
[01:11:13.330 --> 01:11:15.330]  It's nothing, but like the haze,
[01:11:15.330 --> 01:11:17.210]  it's been in so many different lines.
[01:11:17.210 --> 01:11:19.370]  It's one of the lines that is probably
[01:11:19.370 --> 01:11:22.010]  in everything you smoked at some little bit of form,
[01:11:22.010 --> 01:11:24.250]  kind of like Afghanis and Northern Lights number one,
[01:11:24.250 --> 01:11:25.810]  because of all the breeding people did
[01:11:25.810 --> 01:11:29.090]  with these plants that truly were spectacular
[01:11:29.090 --> 01:11:31.030]  and better than everything else around them.
[01:11:31.030 --> 01:11:32.290]  That's why they're in them.
[01:11:32.290 --> 01:11:35.330]  That's why people took that plant and backcrossed,
[01:11:35.330 --> 01:11:38.010]  like they backcrossed into haze multiple times
[01:11:38.010 --> 01:11:39.730]  with Northern Lights and with skunk.
[01:11:39.730 --> 01:11:40.850]  And there's a reason they did that.
[01:11:40.850 --> 01:11:42.050]  They were trying to control the height
[01:11:42.050 --> 01:11:43.330]  and bring down the flower time,
[01:11:43.330 --> 01:11:47.090]  but they were trying to retain the power of the haze plant
[01:11:47.090 --> 01:11:49.410]  and not bring in the power from the Afghani
[01:11:49.410 --> 01:11:51.330]  or from the skunk that was there.
[01:11:51.330 --> 01:11:54.170]  They were trying to keep as much of that haze
[01:11:55.090 --> 01:11:56.570]  as they could, but reduce the flower time,
[01:11:56.570 --> 01:11:57.610]  make it easier to grow.
[01:11:57.610 --> 01:11:59.130]  And so they used lines that they knew
[01:11:59.130 --> 01:12:01.290]  that were fast finishers, easier to grow
[01:12:01.290 --> 01:12:03.530]  with a denser structure that had some
[01:12:03.530 --> 01:12:05.410]  of the similar profiles that they were finding
[01:12:05.410 --> 01:12:06.770]  in those haze plants.
[01:12:06.770 --> 01:12:08.330]  So that's how you go through breeding.
[01:12:08.330 --> 01:12:10.170]  That's how a person with experience finds out
[01:12:10.170 --> 01:12:12.770]  that I can take these plants, mix them with these plants,
[01:12:12.770 --> 01:12:14.650]  and I'm gonna get this result.
[01:12:14.650 --> 01:12:16.410]  Or you don't know jack shit.
[01:12:16.410 --> 01:12:18.050]  You just start crossing shit with names
[01:12:18.050 --> 01:12:20.330]  and your profiles don't come out.
[01:12:20.330 --> 01:12:22.530]  So you name something orange and it comes out, right?
[01:12:22.530 --> 01:12:24.970]  Cause you didn't know shit about the parents.
[01:12:24.970 --> 01:12:25.810]  Yeah.
[01:12:25.810 --> 01:12:29.250]  And I think that's why that haze time skunk one
[01:12:29.250 --> 01:12:31.850]  came out so well is because there's a lot of sativa
[01:12:31.850 --> 01:12:32.890]  in that skunk one.
[01:12:32.890 --> 01:12:34.330]  There's Columbia and the Mexican.
[01:12:34.330 --> 01:12:37.050]  It's almost like back into itself
[01:12:37.050 --> 01:12:39.130]  with a little bit of Afghan to knock it back.
[01:12:39.130 --> 01:12:43.490]  Just enough, just enough to where you can manage it.
[01:12:43.490 --> 01:12:47.810]  I've got some pictures of the skunk from 78 in here.
[01:12:47.810 --> 01:12:52.450]  These guys, Mad Jag, Mad Jaguar was his name.
[01:12:53.370 --> 01:12:54.210]  He went by Mad Jag.
[01:12:54.210 --> 01:12:56.170]  He bought 3000 seeds from Robert Clark
[01:12:56.170 --> 01:13:00.690]  and skunk man Sam in 1978 through 1980.
[01:13:00.690 --> 01:13:02.530]  And he was running them in Arizona
[01:13:02.530 --> 01:13:05.930]  and all the plants he grew there were tall, long, and lanky.
[01:13:05.930 --> 01:13:08.610]  None of them were short and wide, none of them.
[01:13:08.610 --> 01:13:10.890]  And when Robert Clark showed back up to the garden
[01:13:10.890 --> 01:13:12.610]  to check the grow there,
[01:13:12.610 --> 01:13:15.290]  what they brought up was that he never once brought up
[01:13:15.290 --> 01:13:18.050]  roadkill for any type of terpene profile description.
[01:13:18.050 --> 01:13:19.130]  There was just always skunk.
[01:13:19.130 --> 01:13:21.730]  They had skunk one and skunk two at that time.
[01:13:22.050 --> 01:13:25.610]  They were growing out a batch of 3000 seeds from these guys.
[01:13:25.610 --> 01:13:27.490]  And none of the skunks at that time
[01:13:27.490 --> 01:13:29.650]  looked like short wide plants.
[01:13:29.650 --> 01:13:31.570]  So I also believe what you're saying.
[01:13:31.570 --> 01:13:33.370]  They took that skunk from the early days
[01:13:33.370 --> 01:13:34.970]  to cross into the haze
[01:13:34.970 --> 01:13:37.770]  because it was very similar in structure,
[01:13:37.770 --> 01:13:39.570]  but it was very, very fast.
[01:13:39.570 --> 01:13:41.290]  So they were in structure.
[01:13:41.290 --> 01:13:43.970]  It looked like a miniature version of a haze, right?
[01:13:43.970 --> 01:13:45.890]  The plant didn't get 25 feet,
[01:13:45.890 --> 01:13:50.370]  but the bud structure was a real long running flower.
[01:13:50.410 --> 01:13:52.490]  It wasn't these short nodules.
[01:13:52.490 --> 01:13:54.970]  They were trying to retain as much of the haze as they could
[01:13:54.970 --> 01:13:58.450]  and bring that time down 100%.
[01:13:58.450 --> 01:13:59.570]  Let me see if I can find it.
[01:13:59.570 --> 01:14:01.050]  It's right in here.
[01:14:01.050 --> 01:14:03.490]  I just showed them the other day on my live feed.
[01:14:04.370 --> 01:14:06.770]  It's right after.
[01:14:06.770 --> 01:14:09.170]  I think another mistake that people make with the haze
[01:14:09.170 --> 01:14:11.730]  that they get a bad impression from it
[01:14:11.730 --> 01:14:14.090]  is that they try to cure it too fast.
[01:14:14.090 --> 01:14:17.050]  I've found that if you let it sit just a little bit.
[01:14:17.050 --> 01:14:20.450]  These are skunk buds from 1978.
[01:14:21.930 --> 01:14:24.810]  These plants are not short and wide and fat.
[01:14:24.810 --> 01:14:26.770]  These are long running sativa style,
[01:14:26.770 --> 01:14:28.250]  what people call sativa.
[01:14:28.250 --> 01:14:32.690]  I just call long narrow leafed type one plants.
[01:14:32.690 --> 01:14:35.330]  I don't use indica sativa to describe my plants.
[01:14:36.290 --> 01:14:39.170]  Yeah, that long thin stack.
[01:14:39.170 --> 01:14:40.690]  Yeah, there's also some photos.
[01:14:40.690 --> 01:14:42.930]  Like here's some more here of them in veg
[01:14:42.930 --> 01:14:45.270]  showing just going into flower.
[01:14:47.570 --> 01:14:48.810]  Let's see what else are here.
[01:14:48.810 --> 01:14:53.570]  This is showing you the date on the timestamp, 79 to 80.
[01:14:54.810 --> 01:14:56.450]  And if you'll read the top there,
[01:14:56.450 --> 01:14:59.930]  it says, Mad Jack Chronicles, Sacred Seeds,
[01:14:59.930 --> 01:15:04.570]  skunk version number one, V2, Sacred Seeds.
[01:15:04.570 --> 01:15:09.570]  And he bought the seeds from Sam and Robert Connell Clark
[01:15:09.570 --> 01:15:12.730]  who were both in Sacred Seeds as members.
[01:15:12.730 --> 01:15:15.610]  So a lot of people don't believe any of that shit,
