[00:06.840 --> 00:08.840]  We live?
[02:25:18.680 --> 02:25:21.680]  You can drill the hole through your ice block that you have.
[02:25:21.680 --> 02:25:23.680]  I'm sorry, someone had a question or something?
[02:25:23.680 --> 02:25:26.680]  I'm sorry, I'm not paying attention to the screen, guys.
[02:25:26.680 --> 02:25:28.680]  I'm just trying to get these filters.
[02:25:28.680 --> 02:25:29.680]  It's okay, you do you.
[02:25:29.680 --> 02:25:31.680]  And I'm trying to get this hash made, man.
[02:25:31.680 --> 02:25:33.680]  You do you.
[02:25:33.680 --> 02:25:47.920]  That's why I think we should put it back over there.
[02:25:47.920 --> 02:25:51.920]  Every time we come over here, we'll do this to our signal.
[02:25:51.920 --> 02:25:53.920]  Signal's actually pretty good right now.
[02:25:53.920 --> 02:25:55.920]  I'm glad you said you can hear me.
[02:25:55.920 --> 02:25:59.920]  It's like this is the best it's been all night.
[02:25:59.920 --> 02:26:01.920]  The best it's been all night.
[02:26:01.920 --> 02:26:02.920]  What was that?
[02:26:02.920 --> 02:26:03.920]  The best it's been all night.
[02:26:03.920 --> 02:26:05.920]  All right, good.
[02:26:05.920 --> 02:26:47.320]  Your son must have stopped watching porn and gone to bed.
[02:26:47.320 --> 02:26:49.320]  Did you see that?
[02:26:49.320 --> 02:26:56.850]  You can't hear me.
[02:26:56.850 --> 02:27:02.700]  You'll put the AC.
[02:27:02.700 --> 02:27:03.700]  You'll put two things on.
[02:27:03.700 --> 02:27:17.940]  Something's supposed to be on the bottom window.
[02:27:17.940 --> 02:27:19.940]  Somewhere, a fire marshal.
[02:27:20.940 --> 02:27:22.940]  That's correct.
[02:27:22.940 --> 02:27:36.390]  You want to plug that in?
[02:27:36.390 --> 02:27:40.390]  This could have been our guitar playing interlude.
[02:27:40.390 --> 02:27:41.390]  All right, you still can't hear me.
[02:27:41.390 --> 02:27:45.390]  Just running this.
[02:27:45.390 --> 02:27:48.390]  Just trying to empty all this water out.
[02:27:48.390 --> 02:27:54.710]  It's taken decades.
[02:27:54.710 --> 02:27:56.710]  I'm going to pour a little bit of hash.
[02:27:56.710 --> 02:28:34.780]  Love it.
[02:28:34.780 --> 02:28:38.780]  All right, we're taking out all the drums and everything out of here.
[02:28:38.780 --> 02:28:44.780]  I lined the entire floor with towels just because I don't want nobody to slip, trip, or fall.
[02:28:44.780 --> 02:28:49.820]  So, yeah.
[02:28:49.820 --> 02:28:58.330]  It's heavy.
[02:28:58.330 --> 02:29:03.330]  I'm standing on the tall side of the fucking Sanford High.
[02:29:03.330 --> 02:29:07.330]  Walking around on a sand creek the entire fucking evening.
[02:29:07.330 --> 02:29:10.330]  That's two hours of fucking sideways neck turning.
[02:29:10.330 --> 02:29:31.240]  Oh, shit.
[02:29:31.240 --> 02:29:36.280]  You going to unplug that thing?
[02:29:36.280 --> 02:29:37.280]  You're good, baby.
[02:29:37.280 --> 02:29:38.280]  You're good.
[02:29:38.280 --> 02:30:03.690]  You stay right there.
[02:30:03.690 --> 02:30:14.060]  You have one more bag of ice cream out there?
[02:30:14.060 --> 02:30:17.060]  I'm going to pour it back.
[02:30:17.060 --> 02:30:21.060]  You brought the ice in there.
[02:30:21.060 --> 02:30:23.060]  You want to make sure it's as cold as possible.
[02:30:23.060 --> 02:30:34.060]  All right, guys, so we're just making sure that all the water is as cold as possible before we go ahead and rinse these bags out.
[02:30:34.060 --> 02:30:39.060]  It's super important if your water is not cold, you better make it cold.
[02:30:39.060 --> 02:30:40.060]  So, it's 40 degrees.
[02:30:40.060 --> 02:30:49.840]  We're going to run it.
[02:30:49.840 --> 02:30:54.840]  I wish it was a little colder, but it is what it is.
[02:30:54.840 --> 02:31:30.900]  You got a bag?
[02:31:30.900 --> 02:31:49.550]  I'm just going to try to rinse out this 220 as much as possible.
[02:31:49.550 --> 02:31:53.550]  I'm even going to get deep down and dirty with a little bit of hand here.
[02:31:53.550 --> 02:31:54.550]  Move this stuff out.
[02:31:54.550 --> 02:32:00.550]  Try to get as much as strikes through that 220 as much as you can.
[02:32:00.550 --> 02:32:08.960]  Rinse all this material through.
[02:32:08.960 --> 02:32:12.960]  And this entire 220 bag is going for the spirits.
[02:32:12.960 --> 02:32:33.090]  Spirit run.
[02:32:33.090 --> 02:32:36.090]  Thank you, sweetheart.
[02:32:36.090 --> 02:32:39.090]  All right, here we go, guys.
[02:32:39.090 --> 02:32:45.090]  This is the 190.
[02:32:45.090 --> 02:32:47.090]  You smell that, bro?
[02:32:47.090 --> 02:32:48.090]  Yeah.
[02:32:48.090 --> 02:33:43.200]  Woo!
[02:33:43.200 --> 02:33:44.200]  Moving back and forth.
[02:33:44.200 --> 02:33:47.200]  Sorry, guys, trying to accommodate the shot here.
[02:33:47.200 --> 02:33:48.200]  Thanks, dude.
[02:33:48.200 --> 02:33:55.500]  Yeah.
[02:33:55.500 --> 02:34:00.500]  We'll start with the 190 again.
[02:34:01.500 --> 02:34:06.500]  Yeah.
[02:34:06.500 --> 02:34:31.760]  All right, 190 is out.
[02:34:31.760 --> 02:34:44.280]  All right.
[02:34:44.280 --> 02:34:46.280]  We're just going to pick it up over here, bro.
[02:34:46.280 --> 02:34:49.640]  Spirit?
[02:34:49.640 --> 02:34:53.640]  Yeah.
[02:34:53.640 --> 02:34:56.640]  All right, guys.
[02:34:56.640 --> 02:35:00.800]  Give it a little spray.
[02:35:00.800 --> 02:35:07.440]  Basically, what we're trying to do here is wash all the sidewalls,
[02:35:07.440 --> 02:35:09.440]  make sure everything gets down to the screen mesh.
[02:35:09.440 --> 02:35:11.440]  That's the goal.
[02:35:11.440 --> 02:35:15.440]  We're going to lift it up, and we're going to bring it on your collection tray
[02:35:15.440 --> 02:35:19.440]  or collection tub.
[02:35:19.440 --> 02:35:25.190]  This is the 160.
[02:35:25.190 --> 02:35:35.350]  Oh, yeah, baby.
[02:35:35.350 --> 02:35:50.150]  Looks like we got a little bit of plant matter in one of them.
[02:35:50.150 --> 02:35:51.150]  I can't hear you, Peter.
[02:35:51.150 --> 02:35:54.150]  I don't know if you're trying to say anything or if anybody's trying to
[02:35:54.150 --> 02:35:56.150]  comment.
[02:36:02.580 --> 02:36:03.580]  We can put it in the freeze dryer.
[02:36:03.580 --> 02:36:10.260]  It's getting late.
[02:36:10.260 --> 02:36:24.130]  I'm on the same page.
[02:36:24.130 --> 02:36:28.660]  Let's see if he reads the message.
[02:36:28.660 --> 02:36:32.660]  It's my only current form of communication.
[02:36:32.660 --> 02:36:34.660]  I'm going to give it another rinse.
[02:36:34.660 --> 02:36:43.540]  Put a little oil.
[02:36:43.540 --> 02:36:50.050]  That is true.
[02:36:50.050 --> 02:36:52.050]  There you go.
[02:36:52.050 --> 02:36:54.050]  Again, I'm sorry, guys.
[02:36:54.050 --> 02:36:55.050]  I can't see any comments.
[02:36:55.050 --> 02:36:57.050]  I don't know if the camera is pointing down.
[02:36:57.050 --> 02:36:58.050]  I'm so sorry, guys.
[02:36:58.050 --> 02:37:00.050]  I don't know what you guys are saying.
[02:37:00.050 --> 02:37:01.050]  I'm just trying to concentrate.
[02:37:01.050 --> 02:37:06.050]  I'm getting this hash out of this bag.
[02:37:06.050 --> 02:37:14.570]  All right.
[02:37:14.570 --> 02:37:16.570]  So that's the 160.
[02:37:16.570 --> 02:37:20.120]  Freeze dryer?
[02:37:20.120 --> 02:37:23.120]  Yeah, freeze dryer.
[02:37:23.120 --> 02:37:28.120]  Sundar is going to go ahead and put it in the freeze dryer,
[02:37:29.120 --> 02:37:34.120]  and my wife is going to go ahead and rinse this bucket up,
[02:37:34.120 --> 02:37:43.000]  or this bag, I should say.
[02:37:43.000 --> 02:38:08.960]  All right, here comes the 120.
[02:38:08.960 --> 02:38:10.960]  Oh, sorry.
[02:38:10.960 --> 02:38:13.960]  This is where we need the hose fan.
[02:38:13.960 --> 02:38:21.730]  So we're rinsing the outside.
[02:38:21.730 --> 02:38:24.730]  Now this is the one that I'm going to be washing.
[02:38:24.730 --> 02:38:52.620]  Does my face look really good?
[02:38:52.620 --> 02:38:54.620]  Oh, fuck, yeah.
[02:38:54.620 --> 02:38:56.620]  This is the thing we get excited about.
[02:38:56.620 --> 02:38:59.620]  Look at how beautiful that blonde hash is looking.
[02:38:59.620 --> 02:39:03.620]  Oh, yeah, baby.
[02:39:03.620 --> 02:39:11.070]  All right, let's go on a different tray.
[02:39:11.070 --> 02:39:15.070]  We got two trays.
[02:39:15.070 --> 02:39:19.070]  Look at that, dude.
[02:39:19.070 --> 02:39:20.070]  Right on.
[02:39:20.070 --> 02:39:23.070]  It looks like that's going to be some nice melt right there, guys.
[02:39:23.070 --> 02:39:25.070]  Look at that, guys.
[02:39:25.070 --> 02:39:28.070]  Straight out of oil.
[02:39:28.070 --> 02:39:32.170]  Look at that.
[02:39:32.170 --> 02:39:33.170]  I know I am.
[02:39:33.170 --> 02:39:42.560]  Thank you.
[02:39:42.560 --> 02:39:56.400]  All right, Sundar.
[02:39:56.400 --> 02:40:01.440]  There you go.
[02:40:01.440 --> 02:40:10.770]  Holy poly going.
[02:40:10.770 --> 02:40:14.770]  Yeah, buddy.
[02:40:14.770 --> 02:40:17.770]  Ciento veinte.
[02:40:17.770 --> 02:40:25.990]  This is the 120.
[02:40:25.990 --> 02:40:30.990]  And, I mean, really, if you look at these bags, it's not really that cold in this room.
[02:40:30.990 --> 02:40:32.990]  It's kind of melting on the bag.
[02:40:32.990 --> 02:40:37.990]  Unfortunately, I wasn't able to bring the temperature down as much as I wanted to, but it's going to work.
[02:40:37.990 --> 02:40:41.990]  So I'm going to have to work at these bags tomorrow to clean them up really good.
[02:40:41.990 --> 02:40:45.990]  We're going to be using isopropyl alcohol tomorrow.
[02:40:45.990 --> 02:40:51.990]  I'm just going to rinse them really good tonight, really, really good in cold, cold water in hopes that all this stuff comes off.
[02:40:51.990 --> 02:40:54.990]  But I'm going to have to work at these bags tomorrow.
[02:40:54.990 --> 02:40:56.990]  I can already see it's kind of caking up on these.
[02:40:56.990 --> 02:41:05.990]  So, guys, look at this 120.
[02:41:06.990 --> 02:41:14.770]  I wish we could have better lighting, but it's blonde, bro.
[02:41:14.770 --> 02:41:17.770]  Stick that sucker in the freezer.
[02:41:17.770 --> 02:41:19.770]  Sundar's over here, poor guy.
[02:41:19.770 --> 02:41:20.770]  Thank you, Sundar.
[02:41:20.770 --> 02:41:28.770]  I appreciate it, man.
[02:41:28.770 --> 02:41:29.770]  Here you go, babe.
[02:41:29.770 --> 02:41:33.240]  Thank you, sweetheart.
[02:41:33.240 --> 02:41:36.240]  All right, so we're looking at this water.
[02:41:36.240 --> 02:41:40.240]  We see a little sheen on top.
[02:41:40.240 --> 02:41:49.910]  Yeah.
[02:41:49.910 --> 02:41:56.930]  Here comes the 90.
[02:41:56.930 --> 02:42:01.930]  The infamous black bag that everybody wants.
[02:42:01.930 --> 02:42:43.320]  It's coming.
[02:42:43.320 --> 02:42:44.320]  Oh, yeah, dude.
[02:42:44.320 --> 02:42:45.320]  I'm making faces over here.
[02:42:45.320 --> 02:42:47.320]  This is some good shit, man.
[02:42:47.320 --> 02:42:51.040]  This is what we get excited about.
[02:42:51.040 --> 02:42:55.040]  Can you hear me, by the way?
[02:42:55.040 --> 02:43:00.040]  Bro, this looks really good.
[02:43:01.040 --> 02:43:05.440]  Look at the sheen.
[02:43:05.440 --> 02:43:19.010]  I like the Beavis and Butthead shirt.
[02:43:19.010 --> 02:43:21.010]  This is what it's all about, guys.
[02:43:21.010 --> 02:43:30.750]  I am so sorry.
[02:43:30.750 --> 02:43:32.750]  Can you hear me?
[02:43:32.750 --> 02:43:34.750]  That's fucking oil, baby.
[02:43:34.750 --> 02:43:58.560]  Give me some.
[02:43:58.560 --> 02:44:40.850]  All right, here we go.
[02:44:40.850 --> 02:44:45.850]  You know when someone's eating and the fucking food is good and everybody shuts the fuck up because they're eating?
[02:44:45.850 --> 02:44:47.850]  Well, that's what's happening right here, guys.
[02:44:47.850 --> 02:44:58.250]  This fucking hash is just beautiful.
[02:44:58.250 --> 02:45:02.290]  Truth.
[02:45:02.290 --> 02:45:08.420]  Oh, yeah.
[02:45:08.420 --> 02:45:11.420]  There's a lot of quietness right now.
[02:45:11.420 --> 02:45:14.420]  Yeah.
[02:45:14.420 --> 02:45:26.180]  Let me pick it up like that.
[02:45:26.180 --> 02:45:40.540]  Oh, yeah, dude.
[02:45:41.540 --> 02:45:42.540]  All right.
[02:45:42.540 --> 02:45:45.540]  The 90 is going in the hole.
[02:45:45.540 --> 02:45:53.950]  Look how beautiful that is.
[02:45:53.950 --> 02:46:07.630]  We'll put in one of the other ones.
[02:46:07.630 --> 02:46:09.630]  Yes.
[02:46:09.630 --> 02:46:15.630]  96, 73.
[02:46:15.630 --> 02:46:16.630]  We'll leave it this way?
[02:46:16.630 --> 02:46:24.630]  Yeah.
[02:46:24.630 --> 02:46:29.630]  All right.
[02:46:29.630 --> 02:46:31.630]  Here goes the 73.
[02:46:31.630 --> 02:46:39.060]  You all right, brother?
[02:46:39.060 --> 02:46:41.060]  Stretching out, huh?
[02:46:41.060 --> 02:46:42.060]  Come on.
[02:46:42.060 --> 02:46:43.060]  Let's make hash.
[02:46:43.060 --> 02:46:45.060]  It's going to be fun, they said.
[02:46:45.060 --> 02:46:47.060]  They said, yeah.
[02:46:47.060 --> 02:46:53.060]  Let's go with light bubble hash and make some hash.
[02:46:53.060 --> 02:46:55.060]  They promised me it'd be fun.
[02:46:55.060 --> 02:47:07.940]  All right, what are you doing?
[02:47:07.940 --> 02:47:10.940]  There you go.
[02:47:10.940 --> 02:47:13.940]  I don't want to shake it so much.
[02:47:13.940 --> 02:47:17.940]  So what you do is, brother.
[02:47:17.940 --> 02:47:39.340]  Give it up.
[02:47:39.340 --> 02:47:44.680]  So can anyone in the room hear me?
[02:47:44.680 --> 02:47:47.680]  No.
[02:47:47.680 --> 02:48:01.990]  Carry on.
[02:48:01.990 --> 02:48:05.990]  No, I know you guys can hear me.
[02:48:05.990 --> 02:48:07.990]  Pedro can't hear me, though.
[02:48:07.990 --> 02:48:20.330]  Yeah, no, I know all of you hear me.
[02:48:20.330 --> 02:48:22.330]  Oh, yeah.
[02:48:22.330 --> 02:48:24.330]  The 90 came out fire, bro.
[02:48:25.330 --> 02:48:32.330]  You're tripping me out right now.
[02:48:32.330 --> 02:48:34.330]  So right on, guys.
[02:48:34.330 --> 02:48:36.330]  We got the 73 coming out here.
[02:48:36.330 --> 02:48:38.330]  Fuck, it's been, what, three hours?
[02:48:38.330 --> 02:48:40.330]  It's been a while.
[02:48:40.330 --> 02:48:42.330]  We only did two washes.
[02:48:42.330 --> 02:48:43.330]  Fuck, yeah, man.
[02:48:43.330 --> 02:48:46.330]  I'm really, really surprised at how beautiful.
[02:48:46.330 --> 02:48:48.330]  I wish you could smell this fucking hash.
[02:48:48.330 --> 02:48:51.330]  It's really pungent.
[02:48:51.330 --> 02:48:53.330]  I mean, it's fresh.
[02:48:54.330 --> 02:48:56.330]  I don't even know what to say.
[02:48:56.330 --> 02:48:58.330]  I can't wait to dry it.
[02:48:58.330 --> 02:49:00.330]  I can't wait to taste it.
[02:49:00.330 --> 02:49:02.330]  I can't wait to just complete the circle.
[02:49:02.330 --> 02:49:05.330]  So let's pick this 73 up.
[02:49:05.330 --> 02:49:07.330]  It's like we have a security camera.
[02:49:07.330 --> 02:49:17.530]  And he's right up against it.
[02:49:17.530 --> 02:49:21.530]  And for some reason, we don't have audio again.
[02:49:21.530 --> 02:49:23.530]  We can hear you.
[02:49:23.530 --> 02:50:11.920]  Yeah, no, you haven't had audio for about half an hour.
[02:50:11.920 --> 02:50:14.920]  Yeah, definitely not cold enough in this room, bro.
[02:50:14.920 --> 02:50:16.920]  So by the way, where are people watching?
[02:50:16.920 --> 02:50:19.920]  So guys, you guys notice all this greeting material?
[02:50:19.920 --> 02:50:22.920]  It's because this room is not cold enough.
[02:50:22.920 --> 02:50:28.390]  The hash is literally melting on our bags.
[02:50:28.390 --> 02:50:33.430]  But that's what we're working with.
[02:50:33.430 --> 02:50:35.430]  It's some good shit.
[02:50:35.430 --> 02:50:41.450]  Look at that.
[02:50:42.450 --> 02:50:47.450]  So if anybody's commenting or anything like that or saying anything,
[02:50:47.450 --> 02:50:48.450]  I can't hear you.
[02:50:48.450 --> 02:50:49.450]  I apologize.
[02:50:49.450 --> 02:50:51.450]  Or I can't see anything.
[02:50:51.450 --> 02:50:53.450]  The phone is pointing down.
[02:50:53.450 --> 02:50:59.450]  And the goal here is to get this hash into this tray as soon as possible.
[02:50:59.450 --> 02:51:00.450]  And I'm going to focus on that.
[02:51:00.450 --> 02:51:02.450]  I'm sorry.
[02:51:02.450 --> 02:51:03.450]  It's okay, dude.
[02:51:03.450 --> 02:51:04.450]  No offense taken.
[02:51:04.450 --> 02:51:06.450]  Yeah.
[02:51:06.450 --> 02:51:10.750]  Exactly.
[02:51:10.750 --> 02:51:11.750]  Exactly.
[02:51:20.040 --> 02:51:22.040]  This freaking tray is cold.
[02:51:22.040 --> 02:51:24.040]  It is.
[02:51:24.040 --> 02:51:38.060]  It is.
[02:51:38.060 --> 02:51:43.290]  No 190 cooties.
[02:51:43.290 --> 02:51:45.290]  All right, here we go.
[02:51:45.290 --> 02:51:47.290]  So this is going in.
[02:51:47.290 --> 02:51:52.400]  I'm going to turn it around.
[02:51:52.400 --> 02:52:02.520]  I'm going to turn the 73 around, and I'm just going to dip it in the 45.
[02:52:02.520 --> 02:52:04.520]  Nah, it's cold enough.
[02:52:04.520 --> 02:52:05.520]  Thank you, Kunda.
[02:52:05.520 --> 02:52:06.520]  I appreciate it.
[02:52:07.520 --> 02:52:12.520]  So whatever residue on the 73 is going to get trapped on this 45,
[02:52:12.520 --> 02:52:13.520]  and we're going to call it quits, man.
[02:52:13.520 --> 02:52:15.520]  That's it for this wash.
[02:52:15.520 --> 02:52:17.520]  There's no more reason to wash that material.
[02:52:17.520 --> 02:52:20.520]  Obviously it's in the planner right now, but that was it.
[02:52:20.520 --> 02:52:27.230]  That's all she wrote.
[02:52:27.230 --> 02:52:29.230]  The 45 is going to take forever to come out.
[02:52:29.230 --> 02:52:32.230]  I can already see it.
[02:52:32.230 --> 02:52:34.230]  Because it always does.
[02:52:34.230 --> 02:52:35.230]  It's so fun.
[02:52:35.230 --> 02:52:37.230]  Wait, can you guys hear me now?
[02:52:37.230 --> 02:52:38.230]  Yes.
[02:52:38.230 --> 02:52:39.230]  I can hear you now.
[02:52:39.230 --> 02:52:40.230]  Oh, shit.
[02:52:40.230 --> 02:52:42.230]  Did you change some setting?
[02:52:42.230 --> 02:52:43.230]  No.
[02:52:43.230 --> 02:52:45.230]  No, no, I didn't change any settings.
[02:52:45.230 --> 02:52:49.230]  I've been trying to talk to you for like 45 minutes.
[02:52:49.230 --> 02:52:50.230]  Yeah, I'm sorry, brother.
[02:52:50.230 --> 02:52:51.230]  I didn't hear nothing.
[02:52:51.230 --> 02:52:54.230]  I'm so sorry, brother.
[02:52:54.230 --> 02:52:57.230]  I'm mostly just glad that we can actually talk now.
[02:52:57.230 --> 02:52:59.230]  Now I forgot all the things I wanted to ask.
[02:52:59.230 --> 02:53:05.230]  But if people can remind me in the chat of the many questions we had
[02:53:05.230 --> 02:53:08.230]  while we could not communicate with you.
[02:53:08.230 --> 02:53:09.230]  Yeah.
[02:53:09.230 --> 02:53:10.230]  So.
[02:53:10.230 --> 02:53:13.230]  I agree.
[02:53:13.230 --> 02:53:14.230]  It's 45.
[02:53:14.230 --> 02:53:17.230]  Man, we got some good hash, Peter.
[02:53:17.230 --> 02:53:18.230]  Oh, sorry.
[02:53:18.230 --> 02:53:19.230]  All right.
[02:53:19.230 --> 02:53:22.230]  So you can hear me, right?
[02:53:22.230 --> 02:53:23.230]  Yeah, we can hear you.
[02:53:23.230 --> 02:53:24.230]  Okay.
[02:53:24.230 --> 02:53:29.230]  So someone was asking a while ago, you personally,
[02:53:29.230 --> 02:53:35.230]  like do you have a certain micron size that's like your jam?
[02:53:35.230 --> 02:53:39.230]  Or do you like to mix them all together and just get like full spectrum?
[02:53:39.230 --> 02:53:42.230]  You know, it all depends.
[02:53:42.230 --> 02:53:45.230]  I like to keep them individually.
[02:53:45.230 --> 02:53:48.230]  But in some sites, like these Sativas,
[02:53:48.230 --> 02:53:51.230]  I'm going to run full spectrum just for myself because I just love them.
[02:53:51.230 --> 02:53:55.230]  But like these strands, I'm going to keep them micro individual.
[02:53:55.230 --> 02:54:01.230]  This particular first run, I'm going to keep all to myself just because I am.
[02:54:01.230 --> 02:54:02.230]  So.
[02:54:02.230 --> 02:54:04.230]  The wife gets none.
[02:54:05.230 --> 02:54:06.230]  All right.
[02:54:06.230 --> 02:54:09.230]  So while we have the ability to talk to you,
[02:54:09.230 --> 02:54:13.230]  everybody reminded me of the questions we had.
[02:54:13.230 --> 02:54:15.230]  The water pump you're using.
[02:54:15.230 --> 02:54:20.230]  Hose attachment.
[02:54:20.230 --> 02:54:22.230]  What he does with the leftover weed.
[02:54:22.230 --> 02:54:24.230]  Does he use it for compost?
[02:54:24.230 --> 02:54:25.230]  Yeah.
[02:54:25.230 --> 02:54:28.230]  You put, you put all that material back in the raised bed.
[02:54:28.230 --> 02:54:29.230]  Right.
[02:54:30.230 --> 02:54:31.230]  That is correct.
[02:54:31.230 --> 02:54:33.230]  All that material goes right back on top of the plant.
[02:54:33.230 --> 02:54:36.230]  Specifically on top of that one plant that we harvested the material from.
[02:54:36.230 --> 02:54:38.230]  So, yeah.
[02:54:38.230 --> 02:54:40.230]  I've been keeping the beds.
[02:54:40.230 --> 02:54:42.230]  Soak and wet.
[02:54:42.230 --> 02:54:44.230]  These past couple of days.
[02:54:44.230 --> 02:54:45.230]  It's been hot.
[02:54:45.230 --> 02:54:48.230]  For that one reason, but this is the 45.
[02:54:48.230 --> 02:54:49.230]  Peter.
[02:54:49.230 --> 02:54:50.230]  It's the last of it.
[02:54:50.230 --> 02:54:52.230]  And for a 45.
[02:54:53.230 --> 02:54:55.230]  The money shot.
[02:54:55.230 --> 02:54:57.230]  And then.
[02:54:57.230 --> 02:55:02.690]  And then people wanted to know what kind of pump you're using.
[02:55:02.690 --> 02:55:04.690]  I'm using.
[02:55:04.690 --> 02:55:06.690]  It's just a regular.
[02:55:06.690 --> 02:55:08.690]  There's some pump from home Depot.
[02:55:08.690 --> 02:55:09.690]  They have two options.
[02:55:09.690 --> 02:55:10.690]  One of them was.
[02:55:10.690 --> 02:55:12.690]  $80, $89.
[02:55:12.690 --> 02:55:14.690]  The other one was 130.
[02:55:14.690 --> 02:55:15.690]  I bought the one 30.
[02:55:15.690 --> 02:55:17.690]  The other one was $100.
[02:55:17.690 --> 02:55:18.690]  I bought the one 30.
[02:55:18.690 --> 02:55:20.690]  I'm using the one 30.
[02:55:20.690 --> 02:55:22.690]  The other one was 130.
[02:55:22.690 --> 02:55:23.690]  I bought the one 30.
[02:55:23.690 --> 02:55:25.690]  The only difference is that one has.
[02:55:25.690 --> 02:55:27.690]  Run dry.
[02:55:27.690 --> 02:55:28.690]  Auto shut off switch.
[02:55:28.690 --> 02:55:30.690]  And the other one doesn't.
[02:55:30.690 --> 02:55:35.690]  But they're basically the same flow rate.
[02:55:35.690 --> 02:55:38.690]  If you look at my story, there's pictures on it.
[02:55:38.690 --> 02:55:39.690]  It's brand new to me.
[02:55:39.690 --> 02:55:40.690]  And I like it so far.
[02:55:40.690 --> 02:55:42.690]  I got this idea from.
[02:55:42.690 --> 02:55:44.690]  At deal grows.
[02:55:44.690 --> 02:55:46.690]  Fred.
[02:55:46.690 --> 02:55:48.690]  The funky fast one.
[02:55:49.690 --> 02:55:50.690]  Yeah.
[02:55:50.690 --> 02:55:52.690]  Yeah.
[02:55:52.690 --> 02:55:53.690]  Yeah.
[02:55:53.690 --> 02:56:00.690]  Says.
[02:56:00.690 --> 02:56:02.690]  Someone watching thought it'd be a good idea.
[02:56:02.690 --> 02:56:04.690]  If you shared this run with everyone watching.
[02:56:04.690 --> 02:56:06.690]  Yeah.
[02:56:06.690 --> 02:56:11.690]  Evenly.
[02:56:11.690 --> 02:56:13.690]  And smoke dabs in front of you all day long, guys.
[02:56:13.690 --> 02:56:15.690]  It would be nice.
[02:56:15.690 --> 02:56:16.690]  I wish I had enough.
[02:56:16.690 --> 02:56:18.690]  I wish I had enough.
[02:56:18.690 --> 02:56:21.690]  I wish I had enough with everybody.
[02:56:21.690 --> 02:56:22.690]  I wish I really did.
[02:56:22.690 --> 02:56:24.690]  I really wish I did.
[02:56:24.690 --> 02:56:32.160]  I wish you could smell this.
[02:56:32.160 --> 02:56:33.160]  Let's go ahead and put this in the tray guys.
[02:56:33.160 --> 02:56:38.080]  Give me one second.
[02:56:38.080 --> 02:56:42.080]  And we froze.
[02:56:42.080 --> 02:56:44.080]  And I can never tell if like, I'm also frozen.
[02:56:44.080 --> 02:56:45.080]  All right.
[02:56:45.080 --> 02:56:48.990]  Let's go back to me.
[02:56:48.990 --> 02:56:54.090]  Oh,
[02:56:54.090 --> 02:57:06.930]  I'll be smoking some of that. Yeah, I know you've all heard me the whole time. He couldn't
[02:57:06.930 --> 02:57:21.270]  hear me in the room. All right, let's see if he comes back. Many beers deep into my
[02:57:21.270 --> 02:57:45.960]  night. It's been a long day. There we go. He's back. Actually, so by the way, can you
[02:57:45.960 --> 02:57:54.160]  hear me now? Yes, I can hear you, Peter. Okay, so the thing I found most surprising tonight
[02:57:54.160 --> 02:58:06.560]  is that your phone did not fall in the bucket. No, only soon does it. Only soon does, I'm
[02:58:06.560 --> 02:58:14.000]  sorry. It was a phone. And did he have an on the job accident working the camera earlier?
[02:58:14.000 --> 02:58:22.880]  Yeah, we were trying to get that golden shot and basically it came from the slip on. It
[02:58:23.040 --> 02:58:38.810]  just fell. Unexpected casualty of war. Unfortunately, my nephew was originally
[02:58:38.810 --> 02:58:43.610]  supposed to be here. Joey, he was supposed to be here to help me wash, but he got caught up
[02:58:43.610 --> 02:58:48.610]  in some traffic on the way back from Vegas. So he didn't get to learn. So we called my buddy Sunda
[02:58:48.610 --> 02:58:53.810]  and he was, you know, I was lucky enough that he came to help me lift some of this heavier stuff.
[02:58:53.930 --> 02:58:59.450]  Normally my wife helps me, but we've been having some, some check engine lights come
[02:58:59.450 --> 02:59:09.770]  back in our back and I got a check in from the dashboard. So, so let's hear from Sunda.
[02:59:09.770 --> 02:59:17.610]  What's up? How are you? You've been quiet all night. I'm digging the Beavis and Butthead shirt
[02:59:17.650 --> 02:59:22.370]  though. Yeah, it's fun. I like watching this stuff. I like seeing the difference between the,
[02:59:23.810 --> 02:59:28.690]  with the machine. I was, I wanted to see how much plant material would actually agitate,
[02:59:29.250 --> 02:59:32.930]  but I think it not having a work bag, it's actually like a surprising,
[02:59:34.290 --> 02:59:38.370]  surprisingly small amount of like planetary. It looks like it got grinded up.
[02:59:39.890 --> 02:59:47.330]  So that was pretty cool to see. And basically Pedro implied that you've smoked a lot of hash
[02:59:47.370 --> 02:59:53.370]  from a lot of producers. Is that correct? Yeah, I just, you know, I like to try all flavors and
[02:59:53.370 --> 02:59:58.170]  stuff and ground just to even see, like when I see a new turf profile hitting the market,
[02:59:58.170 --> 03:00:01.290]  I see a lot of people running it. I'll usually like to try it and see whether it's,
[03:00:02.410 --> 03:00:06.410]  they're growing it just because it washes well and it's more of like a producer strain,
[03:00:06.410 --> 03:00:11.770]  like, like a wedding cake or a, or a glue or if it's actually something that it tastes nice and
[03:00:11.770 --> 03:00:15.610]  is more of a, you know, something that somebody grew for, for hashing and for actual turps,
[03:00:15.650 --> 03:00:22.210]  you know? And so how would you... Anything that I know from new strands, I learned from Sunda.
[03:00:22.210 --> 03:00:27.090]  Like I keep saying, I keep telling people I'm stuck in this cave. I haven't... Yeah,
