[00:00.000 --> 00:00.840]  How you doing?
[49:01.400 --> 49:03.880]  I'm just like, there's no way those were tested,
[49:04.640 --> 49:05.480]  you know what I mean?
[49:05.480 --> 49:07.360]  You know, especially with the power of social media,
[49:07.360 --> 49:09.360]  it takes so much, it'll make you break you,
[49:09.360 --> 49:10.200]  you know what I mean?
[49:10.200 --> 49:12.440]  So it's testing is extremely important.
[49:12.440 --> 49:14.160]  400 strains a year.
[49:14.160 --> 49:15.320]  Yeah, yeah.
[49:15.320 --> 49:16.400]  I mean, you know, like I say,
[49:16.400 --> 49:17.920]  there's no way they're ready in two weeks.
[49:17.920 --> 49:20.920]  So I test myself,
[49:20.920 --> 49:22.840]  but I also like to get other people to test,
[49:22.840 --> 49:25.800]  and I like to, I usually get about eight to 10 people
[49:25.800 --> 49:26.720]  to test the strains.
[49:26.720 --> 49:28.200]  Sometimes there are people I don't even know
[49:28.200 --> 49:30.040]  from social media,
[49:30.040 --> 49:31.760]  and we're having a problem doing that
[49:31.760 --> 49:33.280]  because these people, if you're a tester,
[49:33.720 --> 49:34.680]  you get free seeds,
[49:34.680 --> 49:36.680]  but then you'd never hear from them again.
[49:36.680 --> 49:38.880]  You know, so now Rose Incorporated, this thing,
[49:38.880 --> 49:41.000]  if you're a tester, we don't know,
[49:41.000 --> 49:43.960]  you don't know what you're growing until you're done.
[49:43.960 --> 49:46.880]  And you followed your obligations on being a tester,
[49:46.880 --> 49:50.080]  pictures, description, you know, how it grows,
[49:50.080 --> 49:52.680]  problems, pluses, minuses, stuff like that,
[49:52.680 --> 49:54.640]  which was a pretty good idea of her,
[49:54.640 --> 49:56.080]  because obviously everybody wants to know
[49:56.080 --> 49:57.600]  what they're growing, you know?
[49:57.600 --> 49:59.520]  And when I pick my testers,
[49:59.520 --> 50:02.560]  I pick some of the best growers I know,
[50:02.560 --> 50:05.640]  but I also pick a couple of the worst growers I know,
[50:05.640 --> 50:09.640]  and I take the feedback of the worst growers more serious.
[50:09.640 --> 50:13.840]  Like if this guy, you know, can get this strain eight weeks,
[50:13.840 --> 50:16.360]  no nanners, great turps, and it's chronic,
[50:16.360 --> 50:18.440]  then, you know, you got a good strain there,
[50:18.440 --> 50:21.120]  you know, compared to somebody like Pat or Odie
[50:21.120 --> 50:23.160]  who totally knows the science and, you know,
[50:23.160 --> 50:25.640]  can solve a problem instantly or see it coming
[50:25.640 --> 50:26.800]  or, you know, something like that.
[50:26.800 --> 50:28.800]  So we kind of do it like that.
[50:28.840 --> 50:33.640]  You know, like I said, I almost value the, you know,
[50:33.640 --> 50:37.360]  info from the not so great growers more, you know, so.
[50:39.240 --> 50:40.080]  Awesome.
[50:40.080 --> 50:42.200]  So as far as high times,
[50:42.200 --> 50:44.640]  because I know you've won a handful of cups,
[50:44.640 --> 50:46.960]  how do you feel like the cups have influenced
[50:46.960 --> 50:51.400]  or impacted you as far as the industry goes?
[50:51.400 --> 50:53.240]  I have personally never won a cup.
[50:53.240 --> 50:54.400]  My strains have.
[50:54.400 --> 50:55.240]  You have, well, yeah.
[50:55.240 --> 50:57.600]  But I've never actually won a cup, to tell you the truth.
[50:57.640 --> 50:59.440]  I've never even entered a cup, to tell you the truth.
[50:59.440 --> 51:00.720]  It's just not my deal.
[51:02.040 --> 51:04.400]  You know, when the Hammer won,
[51:04.400 --> 51:08.840]  it definitely made a big impact, positive and negative.
[51:08.840 --> 51:10.840]  You know, I mean, it's a huge community.
[51:10.840 --> 51:12.200]  So it brought on a few haters,
[51:12.200 --> 51:14.680]  but it definitely, you know, boosted sales
[51:14.680 --> 51:16.680]  and made people realize more what it was
[51:16.680 --> 51:19.320]  and were asking me about it and stuff like that.
[51:19.320 --> 51:21.400]  So it's definitely not a bad thing.
[51:21.400 --> 51:22.960]  You know, there's a few other guys
[51:22.960 --> 51:25.480]  that won smaller cups with a few of my strains,
[51:25.480 --> 51:26.760]  not like the High Times Cup.
[51:26.760 --> 51:29.720]  The Hammer won the High Times Cup in Michigan
[51:29.720 --> 51:30.720]  and it was pretty big deal.
[51:30.720 --> 51:32.640]  It was pretty funny because I was in my booth
[51:32.640 --> 51:35.240]  and people kept coming by and congratulating me.
[51:35.240 --> 51:37.360]  And I never go to the award ceremonies.
[51:37.360 --> 51:39.720]  Sometimes I find them a little long and drawn out,
[51:39.720 --> 51:41.160]  even a little boring.
[51:41.160 --> 51:43.800]  And plus I'm not in my booth, you know what I mean?
[51:43.800 --> 51:46.720]  So I was just like, what are these people talking about?
[51:46.720 --> 51:49.040]  Congratulations, Jason.
[51:49.040 --> 51:51.880]  Some guy comes up to me with a bottle of his Hammer
[51:51.880 --> 51:53.400]  and his first place trophy.
[51:53.400 --> 51:55.440]  And I was like, oh, okay, here we go.
[51:55.440 --> 51:58.680]  So it's kind of funny, but you know,
[51:58.680 --> 52:00.440]  I have mixed emotions about the cups.
[52:00.440 --> 52:01.880]  You know, some of them I think are pretty cool.
[52:01.880 --> 52:04.040]  I was at a house one time
[52:04.040 --> 52:06.160]  and all three of these guys were judges
[52:07.400 --> 52:10.880]  and they sat down right then and there
[52:10.880 --> 52:12.280]  and smoked all the weeds.
[52:12.280 --> 52:14.440]  Like they're supposed to be judging all week long
[52:14.440 --> 52:16.680]  but they'd been doing shit and playing around, you know?
[52:16.680 --> 52:20.200]  So they literally sat down and smoked like 30 kinds of weed.
[52:20.200 --> 52:22.040]  I was like, how can that, you know,
[52:22.040 --> 52:23.560]  how could you judge anything, you know,
[52:23.560 --> 52:25.280]  aside from maybe flavor, you know?
[52:26.120 --> 52:26.960]  So, yeah.
[52:26.960 --> 52:28.680]  That one got me really high.
[52:28.680 --> 52:33.680]  Yeah, that last one, you know, 30th bong, it fucking killed me.
[52:33.680 --> 52:38.080]  So, you know, it's kind of funny how it works
[52:38.080 --> 52:39.840]  or who organizes it, you know?
[52:42.880 --> 52:44.840]  With competition, you always invite
[52:44.840 --> 52:48.200]  a certain unwelcome attitude too, you know?
[52:48.200 --> 52:50.560]  Because, you know, for me, it's not about competition.
[52:50.560 --> 52:52.240]  It's just about creating some great product
[52:52.240 --> 52:55.440]  and being able to, you know, high five each other
[52:55.440 --> 52:56.280]  and stuff like that
[52:56.280 --> 52:59.440]  without being competitive towards each other, you know?
[52:59.440 --> 53:02.480]  So just like Jill O'Brieffer once said in school,
[53:02.480 --> 53:05.800]  how about more art and theater instead of sports, you know?
[53:05.800 --> 53:07.400]  So I kind of look at it like that.
[53:07.400 --> 53:09.680]  So, you know, I mean, you gotta do what you gotta do
[53:09.680 --> 53:12.200]  and the competitions are what bring people to the cups
[53:12.200 --> 53:13.040]  and stuff like that.
[53:13.040 --> 53:15.880]  But like I said, amongst a tight circle of growers,
[53:15.880 --> 53:17.120]  because, you know, not just TGF,
[53:17.120 --> 53:18.880]  I've made some great friends that are breeders
[53:18.880 --> 53:20.240]  and, you know, in companies like that.
[53:20.240 --> 53:23.720]  I feel no need to compete with them, you know?
[53:23.720 --> 53:24.560]  So.
[53:25.960 --> 53:26.800]  That's kind of where-
[53:26.800 --> 53:29.680]  Jill, you wanna add anything to that, Jill?
[53:29.680 --> 53:32.640]  I have not personally entered any cups either,
[53:32.640 --> 53:37.560]  but Jilly Bean has won very many placings in high times
[53:37.560 --> 53:39.160]  as well as other cups as well.
[53:40.840 --> 53:41.680]  Yeah.
[53:41.680 --> 53:44.320]  So that's helped quite a lot, you know?
[53:44.320 --> 53:46.520]  It's getting the name out there.
[53:48.320 --> 53:49.160]  What's that?
[53:49.160 --> 53:50.920]  It definitely helps sales, I'm sure.
[53:50.920 --> 53:51.960]  Oh, absolutely.
[53:53.440 --> 53:54.280]  Excellent.
[53:54.280 --> 53:56.080]  Anyone else wanna add anything to that?
[53:57.200 --> 53:58.680]  What was the first cup?
[53:58.680 --> 54:00.880]  Was that God's Pussy or the Vortex?
[54:00.880 --> 54:02.040]  That was God's Pussy.
[54:02.040 --> 54:03.680]  Yeah, the terror.
[54:05.320 --> 54:07.000]  Shout out to God's Pussy, right?
[54:08.440 --> 54:09.440]  Nice name.
[54:09.440 --> 54:11.120]  Yeah, no, he did it.
[54:11.120 --> 54:13.280]  Again, another remake.
[54:13.280 --> 54:15.520]  Frenchie Cannoli called me out
[54:15.520 --> 54:17.440]  because I have a strain called Cookie Puss
[54:17.440 --> 54:19.480]  and he thought, you know, which there are a few,
[54:19.480 --> 54:20.640]  there's one company out there
[54:20.640 --> 54:23.960]  really uses some very vulgar names for their strains.
[54:23.960 --> 54:25.080]  You probably all know who they are.
[54:25.080 --> 54:26.000]  I'm not gonna call them out,
[54:26.000 --> 54:28.320]  but I mean like pretty vulgar strains.
[54:29.400 --> 54:32.640]  Frenchie Cannoli once called me out about the Cookie Puss
[54:32.640 --> 54:34.880]  and it's Cookies Times Cat Piss,
[54:34.880 --> 54:36.440]  which is where the name comes from.
[54:36.440 --> 54:38.640]  But also Miss Rose grew up on the East Coast
[54:38.640 --> 54:41.920]  and out there there's a cake store called Carvels
[54:41.920 --> 54:43.200]  and they have an ice cream cake
[54:43.200 --> 54:44.960]  and it's called a Cookie Puss.
[54:45.000 --> 54:46.120]  And on the East Coast,
[54:46.120 --> 54:47.600]  they refer to your face as your puss.
[54:47.600 --> 54:50.480]  Like you've all heard the expression sour puss.
[54:50.480 --> 54:52.480]  Like what's up sour puss?
[54:52.480 --> 54:53.320]  And that's where the name,
[54:53.320 --> 54:57.400]  it has nothing to do with female genitalia.
[54:57.400 --> 54:59.840]  It has to do with a little bit of Rose's history
[54:59.840 --> 55:03.000]  being from Jersey and the combination of the name
[55:03.000 --> 55:04.160]  and stuff like that.
[55:04.160 --> 55:06.080]  So kind of funny.
[55:06.080 --> 55:08.640]  I would say, you know, in terms of cups,
[55:09.800 --> 55:11.720]  cups are kind of what gave me when I was,
[55:11.720 --> 55:15.040]  I went to the 20th Cannabis Cup in Amsterdam
[55:15.040 --> 55:18.320]  and I was I think 22 or three
[55:18.320 --> 55:21.680]  and I saved up a bunch of money and traveled to Europe
[55:21.680 --> 55:24.160]  and I got to see DNA come in
[55:24.160 --> 55:27.160]  and they had the gray area and the LA Confidential
[55:27.160 --> 55:30.720]  and it was really the year that DNA won their first cup.
[55:30.720 --> 55:34.080]  And I remember going around Europe and being like,
[55:34.080 --> 55:37.560]  I bought the Cannabis High Times judges pack
[55:37.560 --> 55:39.960]  and all they gave you is a fucking pamphlet
[55:40.000 --> 55:42.320]  to go to 21 different series.
[55:42.320 --> 55:43.440]  And I went to all of them.
[55:43.440 --> 55:46.680]  And I think I spent like $3,000, $3,500
[55:46.680 --> 55:48.760]  buying every single entry.
[55:48.760 --> 55:50.480]  And by the end of it, I was just like,
[55:50.480 --> 55:52.400]  a lot of this shit is trash.
[55:52.400 --> 55:54.680]  And as a young kid with an ego, I was like,
[55:54.680 --> 55:57.680]  I'm gonna go home and I can do better than this.
[55:57.680 --> 56:01.280]  And, you know, so, you know, cups definitely kind of,
[56:01.280 --> 56:03.800]  at a time I look at them kind of like social media.
[56:03.800 --> 56:05.200]  When I first started going to them,
[56:05.200 --> 56:06.840]  I thought it was awesome.
[56:06.840 --> 56:09.320]  And then, you know, 12 years into it,
[56:09.320 --> 56:10.800]  I just realized that a lot of them,
[56:10.800 --> 56:13.280]  I felt like were purchased by these bigger companies,
[56:13.280 --> 56:15.120]  these bigger sponsors.
[56:15.120 --> 56:17.320]  You know, we finally won some cups
[56:17.320 --> 56:19.880]  at the Portland High Times Cup last year.
[56:19.880 --> 56:21.720]  I wasn't even there.
[56:21.720 --> 56:24.280]  My crew, you know, they took the cups home,
[56:24.280 --> 56:25.520]  a couple of third places.
[56:26.520 --> 56:29.800]  You know, it was cool for the camaraderie and the staff
[56:29.800 --> 56:33.240]  and, you know, people, you know, taking pride in ownership.
[56:33.240 --> 56:34.800]  But I think we could all probably agree.
[56:34.800 --> 56:37.040]  I feel like we live in a Cannabis Cup
[56:37.040 --> 56:39.080]  with the people that we associate with.
[56:39.840 --> 56:41.760]  I mean, I've seen some of the best pot on, you know,
[56:41.760 --> 56:44.000]  the planet through the people, you know, on this page
[56:44.000 --> 56:46.920]  and my friends that I associate with, you know.
[56:46.920 --> 56:51.920]  So I don't personally feel that cups are important anymore,
[56:52.440 --> 56:54.840]  you know, especially with the way High Times is.
[56:54.840 --> 56:58.240]  But back then cups made or break you or could break you.
[56:58.240 --> 57:01.480]  You know, when you look at Cali Connection, DFA, Crockett,
[57:01.480 --> 57:03.600]  like a lot of these bigger companies, you know,
[57:03.600 --> 57:06.720]  they invested a lot into the cup and, you know,
[57:06.720 --> 57:07.920]  it paid dividends for them.
[57:07.920 --> 57:10.520]  So I think that, you know,
[57:10.520 --> 57:12.560]  there was definitely some really cool stuff about the cups,
[57:12.560 --> 57:16.480]  but, you know, I don't really care to compete.
[57:16.480 --> 57:18.760]  You know, I just kind of put my head down and do the work.
[57:18.760 --> 57:22.240]  And, you know, I just, I like, like Shane said earlier
