[00:00.000 --> 00:02.000]  We just started
[01:08:54.030 --> 01:08:55.550]  Oh yeah, yep.
[01:08:55.550 --> 01:08:57.670]  Are you gonna do any more collabs with him
[01:08:57.670 --> 01:09:00.110]  or with anyone else or anything like that in the works?
[01:09:00.110 --> 01:09:02.750]  Or are you still working on your own projects?
[01:09:02.750 --> 01:09:04.650]  Tell us more about Thunderhole too.
[01:09:05.170 --> 01:09:10.170]  So Thunderhole was during the Figure Four project.
[01:09:10.490 --> 01:09:14.370]  I was making the Figure Four, so taking the ass man
[01:09:14.370 --> 01:09:19.370]  and Beanbrains had sent me his, the MTF clone.
[01:09:20.930 --> 01:09:23.810]  And I just thought it would be like super cool.
[01:09:23.810 --> 01:09:26.450]  I would just, you know, make some seeds with it
[01:09:26.450 --> 01:09:28.330]  and then hook him back up.
[01:09:28.330 --> 01:09:30.850]  You know, it wasn't like meant to like be a release
[01:09:30.850 --> 01:09:31.690]  or anything like that.
[01:09:31.690 --> 01:09:34.330]  It was just, this would be really nice
[01:09:35.010 --> 01:09:35.970]  and just shoot him back to them.
[01:09:35.970 --> 01:09:40.610]  So that way, you know, he would be able to do his thing
[01:09:40.610 --> 01:09:42.930]  if he wanted, you know.
[01:09:42.930 --> 01:09:45.330]  And it turned around, he was really digging it.
[01:09:46.330 --> 01:09:47.170]  Nice.
[01:09:47.170 --> 01:09:49.930]  And then Dave was saying, any future collabs
[01:09:49.930 --> 01:09:52.850]  or is that one gonna keep kind of moving forward?
[01:09:52.850 --> 01:09:55.150]  It sounds like on his end at this point.
[01:09:55.150 --> 01:09:58.190]  Yeah, like stuff with like me and him,
[01:09:59.150 --> 01:10:01.990]  been talking, doing like,
[01:10:05.230 --> 01:10:08.550]  I guess it's like, so Lemon Hoka,
[01:10:08.550 --> 01:10:12.590]  he's another dude I'd like to be doing some work with.
[01:10:12.590 --> 01:10:15.790]  And there's a long list, yeah.
[01:10:15.790 --> 01:10:16.630]  Nice.
[01:10:16.630 --> 01:10:21.150]  It's just like right now, it's like doing my own projects,
[01:10:21.150 --> 01:10:24.830]  but also all the other shit going on too.
[01:10:24.830 --> 01:10:26.710]  It's like kind of at the same time.
[01:10:26.750 --> 01:10:28.110]  Cause some of it's like,
[01:10:28.110 --> 01:10:30.230]  hey, I need to like donate pollen for this.
[01:10:30.230 --> 01:10:32.550]  So I'll have to collect it and then I'll shoot it to them
[01:10:32.550 --> 01:10:35.430]  and then they can do it at their own pace.
[01:10:35.430 --> 01:10:38.510]  Or they've sent a clone and I'm just waiting for it
[01:10:38.510 --> 01:10:41.350]  and you know, do it the other way.
[01:10:41.350 --> 01:10:42.190]  So.
[01:10:43.030 --> 01:10:45.790]  That's fun too, especially with, you know,
[01:10:45.790 --> 01:10:47.950]  people who have been working with certain plants
[01:10:47.950 --> 01:10:50.990]  for a while, you kind of get the benefit
[01:10:50.990 --> 01:10:52.790]  of all of their work.
[01:10:52.790 --> 01:10:55.590]  They get the benefit of your work and you're coming together
[01:10:55.630 --> 01:10:58.870]  cause you have a good relationship for everybody's benefit.
[01:10:58.870 --> 01:11:01.110]  But I always say that about, you know, like grow knowledge.
[01:11:01.110 --> 01:11:03.750]  It's the more we share, the better we get
[01:11:03.750 --> 01:11:07.270]  because there's only so many runs you get per year.
[01:11:07.270 --> 01:11:08.110]  Yeah.
[01:11:08.110 --> 01:11:09.910]  But when you collab like that.
[01:11:09.910 --> 01:11:12.230]  Yeah. Then you make friend of ours.
[01:11:12.230 --> 01:11:15.590]  Those are the best type of cult of ours, a friend of ours.
[01:11:15.590 --> 01:11:16.430]  Yes.
[01:11:18.630 --> 01:11:21.550]  Is that you wrestling in the background, Dave?
[01:11:21.550 --> 01:11:23.230]  What are you looking for?
[01:11:23.270 --> 01:11:25.830]  Well, he mentioned one of my other favorite people.
[01:11:25.830 --> 01:11:27.150]  I love Lemon Hogan.
[01:11:27.150 --> 01:11:28.750]  He's just a great dude.
[01:11:28.750 --> 01:11:29.950]  Yeah, he really is.
[01:11:29.950 --> 01:11:31.750]  He's from Washington.
[01:11:31.750 --> 01:11:33.270]  So I always, you know, I always root
[01:11:33.270 --> 01:11:34.910]  for the Washington people.
[01:11:34.910 --> 01:11:38.030]  I've had the chance to kind of talk with him.
[01:11:38.030 --> 01:11:39.710]  Great conversation.
[01:11:39.710 --> 01:11:44.230]  And funny enough, like we were probably only two,
[01:11:44.230 --> 01:11:47.310]  one or two degrees separated back in the day
[01:11:47.310 --> 01:11:48.830]  with the stories he's telling
[01:11:48.830 --> 01:11:50.230]  and the things that I remember.
[01:11:50.230 --> 01:11:53.270]  I'm like, dude, we were like one
[01:11:53.270 --> 01:11:55.430]  or two steps separated this whole time
[01:11:55.430 --> 01:11:59.190]  and it took us 20 something years to figure it out.
[01:12:00.830 --> 01:12:01.670]  Oh yeah.
[01:12:02.990 --> 01:12:05.190]  Yeah. He's been around, man.
[01:12:05.190 --> 01:12:08.430]  He was a busy dude, you know?
[01:12:08.430 --> 01:12:09.430]  Like, yeah.
[01:12:09.430 --> 01:12:11.630]  Yeah. He was one of them guys who was getting
[01:12:11.630 --> 01:12:14.790]  in way back in the day and, you know
[01:12:14.790 --> 01:12:17.750]  still getting it into this current day.
[01:12:17.750 --> 01:12:20.070]  Yeah. Dave just isn't stopping, man.
[01:12:20.870 --> 01:12:21.590]  Are you throwing out repeats there
[01:12:21.590 --> 01:12:24.870]  or is there really this wide of a selection?
[01:12:24.870 --> 01:12:26.150]  There's a pretty wide selection.
[01:12:26.150 --> 01:12:27.750]  There were a couple of repeats.
[01:12:28.830 --> 01:12:32.150]  He's been very generous to me.
[01:12:32.150 --> 01:12:33.350]  I'll say that much.
[01:12:33.350 --> 01:12:35.670]  He's hooked me up a few times.
[01:12:37.310 --> 01:12:38.150]  Awesome. Yeah.
[01:12:38.150 --> 01:12:40.470]  That looks like the entire, you know
[01:12:40.470 --> 01:12:42.150]  collect them all collection.
[01:12:43.790 --> 01:12:46.870]  I know he was working the double D for a while.
[01:12:46.910 --> 01:12:50.310]  Cause I was like, you know, I love, I love my chems.
[01:12:50.310 --> 01:12:52.030]  He was working with the chem double D.
[01:12:52.030 --> 01:12:53.590]  I believe it was.
[01:12:53.590 --> 01:12:54.950]  They were just in testing.
[01:12:54.950 --> 01:12:56.510]  They were in testing at that point though.
[01:12:56.510 --> 01:12:59.270]  Can't really see it, but there's the triple D.
[01:12:59.270 --> 01:13:00.350]  Triple D.
[01:13:00.350 --> 01:13:02.910]  Then they call that one Dolly Parton or something.
[01:13:04.190 --> 01:13:05.270]  I believe so.
[01:13:05.270 --> 01:13:06.510]  I believe so.
[01:13:06.510 --> 01:13:08.430]  Cause he's put it in a few things now.
[01:13:09.950 --> 01:13:13.070]  Is it, is that one add size
[01:13:13.070 --> 01:13:16.510]  or do you know anything about the kind of the morphology
[01:13:17.150 --> 01:13:18.390]  or how that one grows Dave?
[01:13:19.390 --> 01:13:22.310]  I would love to pop it and let you know myself
[01:13:22.310 --> 01:13:26.510]  but I can't sit here and lie and pretend like I have.
[01:13:26.510 --> 01:13:28.550]  Oh, it's okay Dave.
[01:13:28.550 --> 01:13:29.870]  We know you.
[01:13:29.870 --> 01:13:34.150]  It'd be another good dude to have on here.
[01:13:34.150 --> 01:13:36.910]  Cause I know, you know, doing his thing as long as he has
[01:13:36.910 --> 01:13:41.390]  you know, he's got a wide assortment of goods.
[01:13:42.550 --> 01:13:43.390]  Right? Yeah.
[01:13:43.390 --> 01:13:44.750]  No, good idea.
[01:13:44.750 --> 01:13:45.670]  Good idea.
[01:13:45.670 --> 01:13:46.790]  I'm going to write that down.
[01:13:46.790 --> 01:13:49.590]  I'm going to be like, I was so genius.
[01:13:49.590 --> 01:13:51.870]  I thought of asking them in Hoco the other day.
[01:13:51.870 --> 01:13:52.870]  No.
[01:13:52.870 --> 01:13:54.030]  Yeah.
[01:13:54.030 --> 01:13:57.110]  Just tell them Tommy threw him under the bus.
[01:13:57.110 --> 01:13:57.950]  All right.
[01:13:59.270 --> 01:14:00.110]  Right sir.
[01:14:00.110 --> 01:14:01.590]  You have some explaining to do.
[01:14:04.390 --> 01:14:05.470]  Exactly.
[01:14:05.470 --> 01:14:07.350]  Exactly man.
[01:14:07.350 --> 01:14:08.190]  Yeah.
[01:14:08.190 --> 01:14:09.030]  Yeah.
[01:14:09.030 --> 01:14:11.350]  It's like a side, there's so much,
[01:14:11.350 --> 01:14:13.190]  there's so much variety out there
[01:14:13.230 --> 01:14:16.230]  of like good things that, you know,
[01:14:17.550 --> 01:14:19.670]  it just, yeah.
[01:14:19.670 --> 01:14:21.230]  Yeah.
[01:14:21.230 --> 01:14:22.510]  I got some new ones here.
[01:14:22.510 --> 01:14:24.990]  You were talking a lot, a lot of the NLs
[01:14:24.990 --> 01:14:27.190]  from AK Bean Brains there.
[01:14:27.190 --> 01:14:28.870]  I've got, I got a new tester here.
[01:14:28.870 --> 01:14:31.070]  It's the Pure Michigan Lights.
[01:14:31.070 --> 01:14:34.190]  I don't know Dave, it's your general area of the country.
[01:14:34.190 --> 01:14:36.390]  I'm not sure if you've seen this one yet
[01:14:37.470 --> 01:14:38.310]  but this just came to me.
[01:14:38.310 --> 01:14:39.590]  Definitely heard of Pure Michigan.
[01:14:39.590 --> 01:14:41.030]  Definitely heard of Pure Michigan.
[01:14:41.070 --> 01:14:43.790]  I would imagine that's Pure Michigan and Northern Lights.
[01:14:43.790 --> 01:14:45.870]  That's what I would assume.
[01:14:45.870 --> 01:14:46.950]  That's what I would assume then.
[01:14:46.950 --> 01:14:47.790]  So, okay.
[01:14:47.790 --> 01:14:49.190]  So Pure Michigan is one that I'm looking
[01:14:49.190 --> 01:14:51.670]  to find a little more information on.
[01:14:51.670 --> 01:14:54.350]  I'll have to get out there on the interwebs
[01:14:54.350 --> 01:14:56.910]  but you know, Northern Lights,
[01:14:56.910 --> 01:14:59.430]  lights crosses are always nice.
[01:14:59.430 --> 01:15:00.470]  Oh yeah.
[01:15:00.470 --> 01:15:01.870]  Never knew what you get
[01:15:01.870 --> 01:15:04.310]  but usually what you get is pretty consistent.
[01:15:04.310 --> 01:15:07.390]  So I'm gonna have to learn a little bit more
[01:15:07.390 --> 01:15:08.790]  about that Pure Michigan.
[01:15:09.430 --> 01:15:11.350]  That was, this was one recently.
[01:15:11.350 --> 01:15:15.190]  I only got a few mail calls since the last show
[01:15:15.190 --> 01:15:17.190]  but this was one that came in since the last show.
[01:15:17.190 --> 01:15:19.190]  And I'm stoked on that.
[01:15:19.190 --> 01:15:20.030]  Oh yeah.
[01:15:20.030 --> 01:15:21.030]  Oh yeah.
[01:15:21.030 --> 01:15:23.030]  Another one that pulled out,
[01:15:23.030 --> 01:15:27.070]  it's off as a F3 Cali Mist.
[01:15:27.070 --> 01:15:30.430]  Oh, the elusive one.
[01:15:30.430 --> 01:15:31.390]  Yeah.
[01:15:31.390 --> 01:15:33.150]  So thank you, Grady.
[01:15:33.150 --> 01:15:35.190]  They're going down in the,
[01:15:35.190 --> 01:15:37.230]  going down this winter time, man.
[01:15:37.230 --> 01:15:38.590]  So. Very nice.
[01:15:39.350 --> 01:15:41.350]  That'd be another really cool one there.
[01:15:42.190 --> 01:15:43.550]  So many, man.
[01:15:43.550 --> 01:15:44.390]  So many.
[01:15:46.030 --> 01:15:47.550]  I've always liked this person's name.
[01:15:47.550 --> 01:15:48.710]  It's Huge Assel.
[01:15:48.710 --> 01:15:50.590]  Cause he's a huge hassle.
[01:15:50.590 --> 01:15:51.430]  Not really.
[01:15:51.430 --> 01:15:52.270]  That's just his name.
[01:15:52.270 --> 01:15:56.070]  But Pure Michigan equals Oreos times Mendo Breath.
[01:15:56.070 --> 01:15:56.910]  That would be interesting.
[01:15:56.910 --> 01:15:58.830]  I know I like Mendo Breath.
[01:15:58.830 --> 01:16:01.670]  Never tried Oreos myself.
[01:16:01.670 --> 01:16:04.670]  I know that's a pretty popular one at the moment
[01:16:04.670 --> 01:16:06.430]  but I do know Mendo Breath
[01:16:06.430 --> 01:16:07.710]  and I like enjoy Mendo Breath.
[01:16:07.750 --> 01:16:11.590]  So thank you very much.
[01:16:11.590 --> 01:16:12.830]  There you go.
[01:16:12.830 --> 01:16:15.990]  See, crowd, crowdsourcing the information.
[01:16:15.990 --> 01:16:17.150]  Love it.
[01:16:17.150 --> 01:16:18.190]  Exactly, man.
[01:16:18.190 --> 01:16:19.430]  Saved you the time.
[01:16:20.830 --> 01:16:23.950]  Pure Michigan F2 from Third Coast.
[01:16:23.950 --> 01:16:24.790]  Okay.
[01:16:24.790 --> 01:16:28.710]  This is probably one of the best answers I'll get.
[01:16:30.270 --> 01:16:33.350]  Kazoo, thank you very much, buddy.
[01:16:33.350 --> 01:16:36.510]  Pure Michigan F2 from Third Coast.
[01:16:36.550 --> 01:16:38.550]  So that showed up in the meantime.
[01:16:38.550 --> 01:16:42.590]  Dave, what's your mailbox look like, man, lately?
[01:16:42.590 --> 01:16:44.430]  Well, one of the most recent acquisitions
[01:16:44.430 --> 01:16:45.590]  is actually this right here.
[01:16:45.590 --> 01:16:47.470]  The Dead Band.
[01:16:48.310 --> 01:16:49.270]  Dead Band.
[01:16:50.310 --> 01:16:51.150]  I am a lucky fucker.
[01:16:51.150 --> 01:16:53.310]  I just heard a lucky fucker.
[01:16:53.310 --> 01:16:55.790]  Tell us, why is he a lucky fucker?
[01:16:55.790 --> 01:16:58.110]  No, there wasn't that many of them to begin with
[01:16:58.110 --> 01:17:00.550]  but I just held onto a few
[01:17:00.550 --> 01:17:04.230]  and I was gonna put one up for the Discord auction
[01:17:04.270 --> 01:17:06.670]  just to keep everybody kinda entertained.
[01:17:08.310 --> 01:17:10.950]  I needed to get rid of a couple of rescue dogs
[01:17:10.950 --> 01:17:12.750]  or coyote hybrids
[01:17:12.750 --> 01:17:14.950]  and the dude really wanted some Dead Bands.
[01:17:14.950 --> 01:17:16.150]  I was like, fuck, man.
[01:17:16.150 --> 01:17:18.310]  So they were already bidding on them.
[01:17:18.310 --> 01:17:23.030]  So I gave a pack of Dead Band and two coyote dogs to a guy
[01:17:23.030 --> 01:17:25.550]  and then Dave got the other one,
[01:17:25.550 --> 01:17:26.790]  bidded on it and got it.
[01:17:29.190 --> 01:17:31.270]  Super, super good.
[01:17:31.310 --> 01:17:34.670]  Wasn't it Dog's Days who got those pups?
[01:17:34.670 --> 01:17:35.870]  Yeah, sure did.
[01:17:35.870 --> 01:17:37.190]  Yeah, he's in chat too.
[01:17:37.190 --> 01:17:38.190]  It's perfect.
[01:17:38.190 --> 01:17:39.910]  Oh, yeah, he got that.
[01:17:39.910 --> 01:17:42.550]  Yeah, worked out well for him, man.
[01:17:42.550 --> 01:17:45.150]  Yeah, yeah, it was fucking cool.
[01:17:45.150 --> 01:17:48.670]  So there's a spot out in Maryland
[01:17:48.670 --> 01:17:51.550]  outside of Baltimore called Evermore
[01:17:51.550 --> 01:17:53.470]  and my buddy, he works there
[01:17:53.470 --> 01:17:54.990]  and I gave him those seeds
[01:17:54.990 --> 01:17:57.830]  before I even released any of the facts
[01:17:57.830 --> 01:18:00.870]  and they grow it there at their big grow-in dispensary
[01:18:01.470 --> 01:18:03.990]  and it's one of the most popular things they got.
[01:18:03.990 --> 01:18:05.470]  Yield's fucking huge too.
[01:18:05.470 --> 01:18:10.470]  So invite me to y'all's yacht party when you get it.
[01:18:10.670 --> 01:18:11.670]  Yacht party.
