[00:00.000 --> 00:15.100]  Cheers, everybody.
[01:10:08.150 --> 01:10:10.150]  I can speak on it. Um
[01:10:10.230 --> 01:10:12.310]  At least from my perspective, please
[01:10:13.670 --> 01:10:16.710]  Uh, I okay. So I think at that time
[01:10:17.190 --> 01:10:21.910]  C junkie was having a hard time bringing a new variety to market that was showing off
[01:10:23.110 --> 01:10:29.030]  and I think it was like a gap like I feel like it filled a gap like the cush the the
[01:10:30.390 --> 01:10:32.970]  The the cushman's was still coming to notoriety
[01:10:34.470 --> 01:10:39.510]  Uh, his new work hadn't fully landed and I think the market just wanted something new from
[01:10:40.230 --> 01:10:42.230]  him, I I personally
[01:10:42.390 --> 01:10:45.270]  I had one uncle who would smoke it who thought it was very strong
[01:10:45.430 --> 01:10:50.390]  I'd seen some cuts i'd made rosin from a few different cuts. I've grown like five different cuts of it
[01:10:50.950 --> 01:10:53.350]  It's a gelato variety. I just okay
[01:10:54.070 --> 01:10:56.070]  We don't think it's very strong
[01:10:57.750 --> 01:10:58.710]  And
[01:10:58.710 --> 01:11:01.290]  Um, I just think it was a placeholder
[01:11:02.150 --> 01:11:05.750]  While he was rebuilding his next era of genetic lineage
[01:11:07.030 --> 01:11:08.070]  Okay
[01:11:08.150 --> 01:11:10.150]  Okay, and that makes sense, you know
[01:11:10.710 --> 01:11:15.850]  Still good still wildly popular. But as you said it might not be the cornerstone
[01:11:16.950 --> 01:11:19.430]  No, because like you could grow a lot of it
[01:11:19.430 --> 01:11:24.630]  So the cartels grew a ton of it out here like you could make a ton of clones out of it
[01:11:24.710 --> 01:11:26.710]  Like the wedding cake
[01:11:26.710 --> 01:11:32.630]  It when the wedding cake rose it wasn't easily farmed the big era hadn't come here yet
[01:11:33.110 --> 01:11:35.110]  Where these large international?
[01:11:35.830 --> 01:11:37.830]  Illegal grows were happening
[01:11:37.990 --> 01:11:41.670]  Like the wedding the ice cream cake was like this perfect plant
[01:11:42.230 --> 01:11:46.810]  That worked well and grew great resin at scale with like limited
[01:11:47.490 --> 01:11:49.350]  input
[01:11:49.350 --> 01:11:52.470]  So it was like it worked for the era too
[01:11:52.870 --> 01:11:56.790]  And it was a way different era by the time the ice cream cake showed up
[01:11:57.510 --> 01:12:00.230]  I mean people were growing 100 acres out west
[01:12:00.790 --> 01:12:05.430]  Like three years ago five years ago it got freaking crazy out here
[01:12:05.910 --> 01:12:09.750]  Um, i'm happy it's over, you know, thank goodness for the salmon
[01:12:10.230 --> 01:12:12.230]  but um
[01:12:13.910 --> 01:12:20.470]  The ice cream cake though was like it was very popular. Um in this area during that era
[01:12:22.150 --> 01:12:26.950]  I finally got to try it. This is from the melting of the heads where we're just with the
[01:12:27.910 --> 01:12:29.670]  um
[01:12:29.670 --> 01:12:33.270]  Josh there and this is from this guy turps over yields
[01:12:34.150 --> 01:12:36.470]  And I was like dude that just the nose like
[01:12:36.870 --> 01:12:41.990]  I just finally learned a lot of things that I want to put in my garden just from trying a lot of these different things
[01:12:42.790 --> 01:12:43.670]  um
[01:12:43.670 --> 01:12:45.670]  But yeah, this is ice cream cake here
[01:12:48.070 --> 01:12:52.550]  It is beautiful and it's very loud and I would say it's kind of like really funky too, right
[01:12:53.750 --> 01:12:58.230]  I like the turps of it. I think it does smell like an ice cream cake
[01:13:02.030 --> 01:13:06.110]  I guess yeah, but it has a very nice sharp note to it too like a very
[01:13:06.910 --> 01:13:08.030]  for the record
[01:13:08.030 --> 01:13:11.790]  Um third gen at brandon. He had ice cream bean
[01:13:12.430 --> 01:13:14.690]  That was very good and very interesting
[01:13:15.390 --> 01:13:19.310]  And also leo at aficionado introduced some
[01:13:19.950 --> 01:13:21.630]  ice cream
[01:13:21.630 --> 01:13:24.910]  lineage for a moment during that time queue so
[01:13:26.270 --> 01:13:28.750]  It's that ice cream cake is the one that landed
[01:13:29.470 --> 01:13:35.230]  There I I've have farmed uh, two of the three from all the other breeders as well
[01:13:37.470 --> 01:13:38.430]  Cool
[01:13:38.430 --> 01:13:42.670]  I want to give a shout out here real quick. Uh, mr. Kavar jones
[01:13:42.990 --> 01:13:47.470]  He is the one who actually kind of arranged all this for a mirror seeds
[01:13:47.790 --> 01:13:52.350]  Uh getting some of these to me to give out to you guys and he says hey guys
[01:13:52.430 --> 01:13:57.150]  I've grown that eden secret black mamba cross apple punch. She's a beast
[01:13:57.550 --> 01:14:01.790]  So that's the one of the two that's going in this first batch we got
[01:14:02.890 --> 01:14:04.270]  169
[01:14:04.270 --> 01:14:09.230]  In chat right now. We've got oh add the stream. We've got
[01:14:10.270 --> 01:14:14.670]  688 89 entries i'll give it just another minute here and then
[01:14:15.710 --> 01:14:17.870]  I'll hit draw and we'll see what happens
[01:14:18.670 --> 01:14:22.830]  But uh, yeah, no, sorry to sorry to interrupt you there. I just want to give a shout out there. Mr
[01:14:22.830 --> 01:14:25.950]  Kavar, thank you for hooking this up. Thank you for getting these out
[01:14:26.350 --> 01:14:32.030]  Uh to the community and again anybody, you know, we we like to give out free beans. That's something that
[01:14:32.730 --> 01:14:35.550]  Fcp, you know dagga.garden peter
[01:14:36.270 --> 01:14:42.270]  We always like to do and try to do as much as possible particularly veterans and patients
[01:14:42.590 --> 01:14:45.230]  But like alex saw even with your orders
[01:14:45.310 --> 01:14:51.150]  So if there are people out there with good seeds that have documented grows, this is important guys
[01:14:51.550 --> 01:14:53.550]  Uh document your grows
[01:14:53.950 --> 01:14:55.950]  Get a hold of me. We can work something out
[01:14:55.950 --> 01:14:59.070]  We might be able to do some more giveaways on seed collector shows because again
[01:14:59.070 --> 01:15:02.610]  We just want to hook up the community, but we also want to promote the community
[01:15:03.230 --> 01:15:04.670]  too
[01:15:04.670 --> 01:15:08.750]  like the last episode, you know, we had with james some of the
[01:15:09.790 --> 01:15:13.630]  Best fire might be coming from people that you've never heard of
[01:15:14.270 --> 01:15:17.470]  So we want to keep hooking up the community. So reach out to me
[01:15:17.950 --> 01:15:23.310]  Uh pride of the lion, but yeah auto flowers sour banana sherbert sounds awesome
[01:15:27.150 --> 01:15:29.150]  All right, so let's go
[01:15:29.790 --> 01:15:35.070]  And let's see. I swear i've seen 600 wedding cakes. How are there less than 100 entries?
[01:15:35.950 --> 01:15:40.990]  Oh, I don't know. Johnny blaze. This is the stream yard tool. I'm working on it
[01:15:42.110 --> 01:15:47.090]  Uh, probably because people are entering a few times. All right, so we've got 100 101
[01:15:47.630 --> 01:15:51.710]  Let me go ahead and add this to the screen and i'm, sorry
[01:15:51.710 --> 01:15:57.550]  You're just big and by yourself there alex. I was looking at a different screen. I hate it when I do that to myself
[01:15:57.790 --> 01:16:00.830]  Okay, so let me remove it. Let me add it. There we go
[01:16:01.630 --> 01:16:03.630]  Can I full screen you?
[01:16:03.630 --> 01:16:08.670]  Yes. All right. I'm gonna hop over to the screen. This is for the first drawing again. Remember
[01:16:09.210 --> 01:16:17.070]  Us only this is for two packs for mirror seeds. Let's hit this draw button and see what happens. So
[01:16:17.630 --> 01:16:19.630]  the winner will be
[01:16:24.560 --> 01:16:26.560]  Joseph anthony
[01:16:26.700 --> 01:16:33.280]  Congratulations, uh joseph anthony. Are you still in chat? Hit me up. Let me know
[01:16:33.920 --> 01:16:35.920]  And i'll probably just have you
[01:16:36.220 --> 01:16:41.440]  Instagram me, but let me write this down here before we go any further
[01:16:42.080 --> 01:16:44.080]  um
[01:16:44.800 --> 01:16:48.720]  Sorry to distract guys, we'll do another one here later in the show
[01:16:49.120 --> 01:16:51.120]  Uh, but joseph anthony
[01:16:51.680 --> 01:16:54.640]  Get a hold of me and i'll write these two packs down. So
[01:16:56.080 --> 01:17:00.080]  We've gone on from the cakes. What's what's next? What's
[01:17:01.200 --> 01:17:08.080]  What's the next soup du jour? What's something old? What's something old we can talk about has anybody run something old recently?
[01:17:11.500 --> 01:17:18.940]  Or have bought a pack of old stuff recently joseph anthony and chat awesome instagram me brother I have some um
[01:17:19.500 --> 01:17:21.740]  I have some really old seeds that I was uh,
[01:17:22.300 --> 01:17:29.580]  Talking about let's see. I'm i'm having issues popping them completely, but i'm getting some of them to pop. Let's see here. Um,
[01:17:29.980 --> 01:17:31.980]  an old homesteader, uh
[01:17:32.300 --> 01:17:37.900]  Tucked away in the woods back here. Um didn't talk to too many people found out somehow that I was
[01:17:39.180 --> 01:17:43.260]  Into this so he went to his back little thing and whipped out his
[01:17:43.580 --> 01:17:48.460]  Out of his shed and found a can and he found his old seeds of his last breeding projects
[01:17:49.340 --> 01:17:51.340]  They're the best cotton
[01:17:51.500 --> 01:17:52.220]  I uh
[01:17:52.220 --> 01:17:56.860]  Grow silver the super silver hay and I still have some of those seeds
[01:17:57.100 --> 01:18:00.620]  I'm going to be chasing them back this year and rebreeding them to get more of them
[01:18:01.660 --> 01:18:09.120]  Um that comes from like an old head around here. Uh, I I had the good fortune to have some really amazing mentors
[01:18:09.740 --> 01:18:16.060]  I'd be like a young 20 year old just loving snowboarding and surfing and chasing the farms and
[01:18:16.700 --> 01:18:19.900]  Some of these guys would be fully organic and
[01:18:21.180 --> 01:18:23.500]  They'd have these like 20 pound plants
[01:18:24.860 --> 01:18:30.780]  Of phenomenal genetics, you know, uh, blue city diesel was one of those genetics that popped off
[01:18:36.220 --> 01:18:39.340]  No, the jordan of the sea was the original breeder of that
[01:18:39.580 --> 01:18:44.560]  Uh, and he's the one that bred the god bud and he was winning some cannabis competition
[01:18:44.720 --> 01:18:50.880]  He's from actually where dragonfly earth medicine is from up on the jordan of the aisle jordan of the aisle
[01:18:51.520 --> 01:18:56.820]  Joe, yeah. Yeah. Yeah. Yeah. Yeah his dutch treat. His dutch treat was a pacific northwest classic
[01:18:58.320 --> 01:19:00.720]  Yeah, he was a huge contributor to that era
[01:19:01.840 --> 01:19:07.360]  You know, I I and he that was a blueberry from that was the original blueberry line
[01:19:08.160 --> 01:19:09.840]  from um
[01:19:09.840 --> 01:19:11.200]  from uh
[01:19:11.200 --> 01:19:15.600]  Oh my gosh, he was the eugene guy I should know I know him from this area. Um
[01:19:16.960 --> 01:19:21.120]  No, the no the blueberry breeder the original blueberry breeder
[01:19:24.320 --> 01:19:26.480]  Yeah, that was what made that
[01:19:27.520 --> 01:19:28.560]  diesel
[01:19:28.560 --> 01:19:32.000]  Um, and that that I've grown the original blueberry to seed
[01:19:32.240 --> 01:19:38.400]  I still have those original seeds my original mentor love growing on that that would be like a 12
[01:19:38.960 --> 01:19:43.600]  14 pound plant bright white terpenes just amazing resin
[01:19:44.240 --> 01:19:46.080]  and um
[01:19:46.080 --> 01:19:50.000]  so yeah, I but see again, I try to go back and
[01:19:50.480 --> 01:19:56.560]  Grow that stuff again and I go buy the seeds and they're not the same from the era like 10 years ago
[01:19:56.720 --> 01:19:58.880]  15 years ago when I started my career
[01:19:59.840 --> 01:20:01.840]  Definitely not
[01:20:01.920 --> 01:20:09.680]  Yeah, but i'm very grateful about still super silver haze and that was kind of a hybrid at that point it wasn't a full haze
