[00:03.840 --> 00:31.220]  Welcome back, podcast world!
[01:03:21.940 --> 01:03:27.020]  jar, but it's going to get you a pretty good idea of when to open and close those jars.
[01:03:27.020 --> 01:03:30.060]  And it's going to give you some actual data to go by.
[01:03:30.060 --> 01:03:32.900]  You'll be able to squeeze those buds and feel how wet they are.
[01:03:32.900 --> 01:03:36.620]  And you'll be able to compare that number or that moisture to the number on the hygrometer
[01:03:36.620 --> 01:03:39.300]  and you'll go, oh, that's what 65% feels like.
[01:03:39.300 --> 01:03:41.200]  That's what Jeff's trying to get me to.
[01:03:41.200 --> 01:03:43.120]  So that gives you something to work with.
[01:03:43.120 --> 01:03:44.940]  It's a little bit of a cheater.
[01:03:44.940 --> 01:03:48.420]  But if you're using one hygrometer, you're going to have to seal it into the jar for
[01:03:48.420 --> 01:03:51.420]  a few minutes and wait for it to get to where it needs to be.
[01:03:51.420 --> 01:03:53.980]  Now, if it's jumping real fast, go ahead and pull it out.
[01:03:53.980 --> 01:03:54.980]  Leave that jar open.
[01:03:54.980 --> 01:03:57.820]  That means it's really humid in there and that you're just going to seal it up and cause
[01:03:57.820 --> 01:03:58.820]  problems.
[01:03:58.820 --> 01:03:59.820]  All right.
[01:03:59.820 --> 01:04:01.980]  So we've got a little tiny hygrometer in our jars.
[01:04:01.980 --> 01:04:02.980]  We're watching the numbers.
[01:04:02.980 --> 01:04:08.620]  We're trying to get ourselves to 60 to 65% humidity inside of those jars.
[01:04:08.620 --> 01:04:10.300]  Make sure you don't forget about your buds.
[01:04:10.300 --> 01:04:12.220]  Make sure you don't get that funky aroma in there.
[01:04:12.220 --> 01:04:14.580]  Make sure it doesn't smell like ammonia and mildew.
[01:04:14.580 --> 01:04:16.120]  Make sure you don't ruin it.
[01:04:16.120 --> 01:04:19.460]  You should be paying attention to the number on the hygrometer and then pulling some buds
[01:04:19.460 --> 01:04:24.260]  out and seeing what they feel like so that you know what 50, what 60, what 70, what 80%
[01:04:24.260 --> 01:04:25.260]  humidity.
[01:04:25.260 --> 01:04:26.260]  If you get to 80, you fucked up.
[01:04:26.260 --> 01:04:29.620]  But so that you know what the percentage of humidity feels like inside these jars, what
[01:04:29.620 --> 01:04:32.180]  the bud feels like, this will give you a really good idea.
[01:04:32.180 --> 01:04:37.700]  Start paying attention to that stuff and you will get ahead of the drying and curing game.
[01:04:37.700 --> 01:04:42.240]  Now once you've gotten your buds dried and cured to 55 to 65% humidity and you don't
[01:04:42.240 --> 01:04:47.340]  see any fluctuation inside that jar on the hygrometer, you only need to crack them open
[01:04:47.420 --> 01:04:49.540]  to check on them or pull out some buds to smoke.
[01:04:49.540 --> 01:04:51.740]  You don't need to keep popping those jars open.
[01:04:51.740 --> 01:04:53.060]  They're going to get too dry if you do that.
[01:04:53.060 --> 01:04:56.780]  So you can trap the moisture in there, leave it right at that point, and your bud will
[01:04:56.780 --> 01:04:59.220]  be perfectly cured for whenever you need it.
[01:04:59.220 --> 01:05:03.100]  Now I've said before that I don't like the Boveda packs, but they work if you do fuck
[01:05:03.100 --> 01:05:04.100]  up.
[01:05:04.100 --> 01:05:08.660]  The Boveda packs I would buy are the 62% and you can just drop them right inside your jar.
[01:05:08.660 --> 01:05:11.900]  It'll help reconstitute that package or that jar.
[01:05:11.900 --> 01:05:15.980]  And then sometimes I feel like they leave kind of a watery flavor on the buds, but I
[01:05:15.980 --> 01:05:21.220]  guess I'd rather have a properly cured bud that has that aroma than some Colorado crunch
[01:05:21.220 --> 01:05:24.220]  that's just going to burn up when I light my joint at the show.
[01:05:24.220 --> 01:05:27.780]  So ladies and gentlemen, that is my dry and cure episode.
[01:05:27.780 --> 01:05:29.100]  I want to thank you guys for listening.
[01:05:29.100 --> 01:05:31.580]  If you have questions, please send them to me.
[01:05:31.580 --> 01:05:35.020]  My email address is growfromyourheartathotmail.com.
[01:05:35.020 --> 01:05:39.780]  I would love to continue the conversation and clear up anything I left out for you.
[01:05:39.780 --> 01:05:40.780]  Just let me know.
[01:05:40.780 --> 01:05:44.940]  Also, this is a good time for me to recommend my Patreon campaign.
[01:05:44.940 --> 01:05:49.820]  Patreon is a website that gives you as a podcast listener the opportunity to contribute
[01:05:49.820 --> 01:05:52.580]  financially to my podcasting efforts.
[01:05:52.580 --> 01:05:55.540]  If you feel like this podcast was worth a couple of bucks, if you feel like you had
[01:05:55.540 --> 01:06:00.620]  some fun, if you feel like you learned something, I would encourage you to go to patreon.com
[01:06:00.620 --> 01:06:04.820]  slash growfromyourheart and sign up for my Patreon campaign.
[01:06:04.820 --> 01:06:09.380]  I know that not everybody is able to financially contribute to the show.
[01:06:09.380 --> 01:06:12.180]  I will always keep this show free for everybody.
[01:06:12.180 --> 01:06:14.220]  I want everybody to be able to hear my message.
[01:06:14.220 --> 01:06:17.220]  I want everybody to be able to improve their garden.
[01:06:17.220 --> 01:06:19.180]  I want everybody to have better medicine.
[01:06:19.180 --> 01:06:21.860]  I want better cannabis worldwide.
[01:06:21.860 --> 01:06:23.580]  I'm going to do my part for free.
[01:06:23.580 --> 01:06:25.740]  There are people who would like to contribute.
[01:06:25.740 --> 01:06:27.660]  There are people that feel like they can help out.
[01:06:27.660 --> 01:06:29.100]  I would appreciate that help.
[01:06:29.100 --> 01:06:31.460]  What I do with that funding is I pay for my website.
[01:06:31.460 --> 01:06:35.580]  I actually bought a MacBook, so I need to pay for the MacBook.
[01:06:35.580 --> 01:06:38.860]  I actually buy these little microphone covers so that when Granny and Giddy are on, they
[01:06:38.860 --> 01:06:42.700]  don't have to spit into these same microphone covers over and over again.
[01:06:42.700 --> 01:06:45.900]  There are things like that that do need to be covered, and I do appreciate the support.
[01:06:45.900 --> 01:06:47.220]  You guys, I'm not begging.
[01:06:47.220 --> 01:06:50.340]  If you don't know that it's an option, you don't know how you can help out.
[01:06:50.340 --> 01:06:54.220]  I do appreciate everybody that has helped out with the Patreon campaign.
[01:06:54.220 --> 01:06:56.700]  It blows my mind every month to see that come in.
[01:06:56.700 --> 01:06:57.700]  Thank you.
[01:06:57.700 --> 01:07:00.100]  Also, you guys, thanks for listening to the podcast.
[01:07:00.100 --> 01:07:02.180]  Just thanks for putting your trust in me.
[01:07:02.180 --> 01:07:03.380]  Thanks for believing in me.
[01:07:03.380 --> 01:07:07.940]  You guys are risking your gardens on my advice, and that means a lot to me, so thank you.
[01:07:07.940 --> 01:07:10.540]  You guys, I'm going to start wrapping up this podcast.
[01:07:10.540 --> 01:07:13.020]  I want to thank you again for listening to the show.
[01:07:13.020 --> 01:07:14.860]  Thanks for hanging out for the Dry and Cure episode.
[01:07:14.860 --> 01:07:16.460]  I hope you learned a lot.
[01:07:16.460 --> 01:07:20.100]  I will have a trimming episode coming up, and then we're going to talk about restarting
[01:07:20.100 --> 01:07:21.100]  the garden.
[01:07:21.100 --> 01:07:23.080]  I've got a bunch of great plans for the podcast.
[01:07:23.080 --> 01:07:24.220]  Thanks for hanging out.
[01:07:24.220 --> 01:07:25.300]  Thanks for all the great emails.
[01:07:25.300 --> 01:07:27.100]  Thanks for all the great messages I've been getting.
[01:07:27.100 --> 01:07:28.100]  It is really encouraging.
[01:07:28.100 --> 01:07:32.260]  You guys, I would appreciate it if you stalk me on all the social media.
[01:07:32.260 --> 01:07:33.820]  You can find me on Facebook.
[01:07:33.820 --> 01:07:35.820]  Simply search for the Grow From Your Heart podcast.
[01:07:35.820 --> 01:07:38.620]  On Twitter, it's at GFYH podcast.
[01:07:38.620 --> 01:07:45.660]  On Instagram, I use Irie underscore genetics, I-R-I-E underscore G-E-N-E-T-I-C-S, Irie
[01:07:45.660 --> 01:07:47.660]  underscore genetics on Instagram.
[01:07:47.660 --> 01:07:48.980]  Check out my cannabis photography.
[01:07:48.980 --> 01:07:51.260]  Also, join in on my live videos.
[01:07:51.260 --> 01:07:53.500]  I drop into Instagram Live, and I hang out with my friends.
[01:07:53.500 --> 01:07:56.780]  I take a few too many dabs, and we talk about growing cannabis.
[01:07:56.780 --> 01:07:59.340]  Who knows what we may talk about on the live feed.
[01:07:59.340 --> 01:08:02.620]  So, pop in, check it out, say what's up, hang out.
[01:08:02.620 --> 01:08:05.380]  Maybe I'll answer your questions in the live feed.
[01:08:05.380 --> 01:08:09.500]  Also, if you've got something you'd like to say and you're not into the social media,
[01:08:09.500 --> 01:08:13.420]  or if you'd like to sponsor the show, or if you've got a product you'd like me to review,
[01:08:13.420 --> 01:08:14.420]  you can send me an email.
[01:08:14.420 --> 01:08:18.060]  My email address is growfromyourheart at hotmail.com.
[01:08:18.060 --> 01:08:19.980]  You know I would love to hear from you.
[01:08:19.980 --> 01:08:23.980]  Ladies and gentlemen, don't forget that the show is available on iTunes and Stitcher,
[01:08:23.980 --> 01:08:27.180]  and every single episode is available on YouTube.
[01:08:27.180 --> 01:08:29.740]  Simply search for the Grow From Your Heart podcast on YouTube.
[01:08:29.740 --> 01:08:31.300]  You guys, I want to thank you for listening.
[01:08:31.300 --> 01:08:32.700]  Thank you for all the love and support.
[01:08:32.700 --> 01:08:35.220]  I cannot wait for the comments from this episode.
[01:08:35.260 --> 01:08:37.140]  You guys, I'll be back in just a few days.
[01:08:37.140 --> 01:08:38.940]  Thanks again for hanging out with me.
[01:08:38.940 --> 01:08:44.100]  I usually end these episodes by giving a shout out to one specific person, but on this episode,
[01:08:44.100 --> 01:08:46.220]  I want to give a shout out to everybody who is listening.
[01:08:46.220 --> 01:08:51.620]  If you hear this, big shout out, high five, fist bump, however you do it, thank you.
[01:08:51.620 --> 01:08:52.620]  Shout out to you.
[01:08:52.620 --> 01:08:57.220]  And ladies and gentlemen, until next time, take a fat dab and give your mom a hug for me.
[01:09:09.180 --> 01:09:36.640]  Hey, welcome to the show podcast world.
[01:09:36.640 --> 01:09:40.480]  It is time for episode 393 of the Grow From Your Heart podcast.
[01:09:40.480 --> 01:09:43.480]  This episode is brought to you by Oregon Elite Seeds.
[01:09:43.480 --> 01:09:47.760]  If you're looking for new seeds for your garden, I highly recommend Oregon Elite Seeds, and
[01:09:47.760 --> 01:09:53.480]  you can find them at www.oregoneliteseeds.com.
[01:09:53.480 --> 01:09:56.720]  I like to start the podcast off by letting you know what I'm smoking.
[01:09:56.720 --> 01:10:02.400]  I just took a ridiculous dab of Mandarin Sunset from Contraband Extracts, available at a cut
[01:10:02.400 --> 01:10:04.400]  above in Colorado Springs.
[01:10:04.400 --> 01:10:06.720]  This concentrate has a great aroma and flavor.
[01:10:06.720 --> 01:10:11.480]  It is sweet, orange, and candy with a hint of pepper and spice at the back end, and the
[01:10:11.480 --> 01:10:12.840]  high is tremendous.
[01:10:12.840 --> 01:10:14.380]  It goes straight to my head.
[01:10:14.380 --> 01:10:15.880]  It goes straight behind my eyes.
[01:10:15.880 --> 01:10:17.080]  It kind of makes it hard to think.
[01:10:17.080 --> 01:10:21.480]  It makes it hard to pay attention, but that is exactly what I'm looking for in a concentrate.
[01:10:21.480 --> 01:10:25.280]  So shout out to our friends at Contraband Extracts, and a big shout out to everyone
