[00:01.920 --> 00:03.800]  What's up, Podcast World?
[01:09:30.070 --> 01:09:31.550]  You don't listen to the podcast, but whatever, dude.
[01:09:31.550 --> 01:09:32.430]  It's the thought that counts.
[01:09:32.430 --> 01:09:37.430]  We got a bunch of freebies coming.
[01:09:37.630 --> 01:09:39.070]  Already have some.
[01:09:39.070 --> 01:09:40.350]  Dude, I got hooked up last time.
[01:09:40.350 --> 01:09:41.630]  I got a couple of little gifts last time.
[01:09:41.630 --> 01:09:42.470]  Oh, that's nice.
[01:09:42.470 --> 01:09:43.950]  Yeah, thank you.
[01:09:43.950 --> 01:09:48.950]  So we're going to go over cloning and seeding in person.
[01:09:49.110 --> 01:09:49.990]  That'll be really helpful.
[01:09:49.990 --> 01:09:50.910]  Yeah.
[01:09:50.910 --> 01:09:51.990]  Beans and houseplants.
[01:09:51.990 --> 01:09:53.430]  So don't get your hopes up too much.
[01:09:53.430 --> 01:09:54.710]  I was going to say, are you able to,
[01:09:54.710 --> 01:09:57.430]  can we clone a cannabis plant in there?
[01:09:57.430 --> 01:09:58.630]  I think we could.
[01:09:58.630 --> 01:10:01.110]  But we could just take a plant that looks just like cannabis
[01:10:01.110 --> 01:10:02.310]  and teach them how to do it and it'll work.
[01:10:03.150 --> 01:10:03.990]  Yeah.
[01:10:03.990 --> 01:10:04.830]  Okay.
[01:10:04.830 --> 01:10:05.650]  Be safe.
[01:10:05.650 --> 01:10:06.490]  Yeah.
[01:10:06.490 --> 01:10:07.310]  We like that hydro shop, so let's not risk it.
[01:10:07.310 --> 01:10:08.150]  That's where I go to get my gear for cheap.
[01:10:08.150 --> 01:10:08.990]  Yeah.
[01:10:08.990 --> 01:10:09.910]  Also guys, this podcast is brought to you
[01:10:09.910 --> 01:10:11.750]  by our friends at treethugger.com.
[01:10:11.750 --> 01:10:12.590]  Treethugger.com.
[01:10:12.590 --> 01:10:13.870]  Everyone asks me, what is that?
[01:10:13.870 --> 01:10:14.910]  It's a cool name.
[01:10:14.910 --> 01:10:16.150]  Go look at it, right?
[01:10:16.150 --> 01:10:16.990]  Yeah.
[01:10:16.990 --> 01:10:19.110]  It's mostly concert and festival news and reviews
[01:10:19.110 --> 01:10:19.950]  is what it is.
[01:10:19.950 --> 01:10:22.350]  They talk about all the concerts that come to Red Rocks.
[01:10:22.350 --> 01:10:25.110]  If you listen to stuff like the String Cheese, Fish,
[01:10:25.110 --> 01:10:28.310]  Galactic, The Grateful Dead, Soundtribe Sector 9,
[01:10:28.310 --> 01:10:31.030]  the Disco Biscuits, even if you're into like Boombox
[01:10:31.030 --> 01:10:34.030]  and Bassnecker is who I'm trying to think of.
[01:10:34.030 --> 01:10:34.870]  That's not my thing, sorry.
[01:10:34.870 --> 01:10:37.450]  I'm more of a Fish, Grateful Dead, Reggae kind of a kid,
[01:10:37.450 --> 01:10:39.790]  but I check it out because I want to know when Fish is coming
[01:10:39.790 --> 01:10:41.270]  and what the cheese is up to.
[01:10:41.270 --> 01:10:43.510]  So treethugger.com will keep you up to date
[01:10:43.510 --> 01:10:45.270]  with all of your hippie news.
[01:10:45.270 --> 01:10:49.230]  I like to say, look out at the cookout with treethugger.com.
[01:10:49.230 --> 01:10:51.790]  Every time you say String Cheese incident,
[01:10:51.790 --> 01:10:53.190]  I think of Richard Cheese.
[01:10:53.190 --> 01:10:56.270]  I love that dude.
[01:10:56.270 --> 01:10:57.630]  That's a great band, Richard Cheese.
[01:10:57.630 --> 01:10:58.910]  If you guys haven't listened to Richard Cheese,
[01:10:58.910 --> 01:11:01.790]  he does popular songs in a lounge style.
[01:11:01.790 --> 01:11:02.790]  It's pretty chill.
[01:11:02.790 --> 01:11:05.110]  Does some Rage Against the Machine, all big band style.
[01:11:05.110 --> 01:11:06.190]  Lounge against the machine.
[01:11:06.190 --> 01:11:08.470]  Lounge against the machine, all right.
[01:11:08.470 --> 01:11:11.470]  Usually I would take this time to read comments on Facebook
[01:11:11.470 --> 01:11:13.750]  or on Stitcher and iTunes, but I haven't gotten
[01:11:13.750 --> 01:11:15.190]  any new comments.
[01:11:15.190 --> 01:11:17.750]  Big thanks to the people, oh God, sorry, I got loud.
[01:11:17.750 --> 01:11:19.710]  Big thanks to the people that did leave comments.
[01:11:19.710 --> 01:11:21.850]  If you want to leave some comments on iTunes and Stitcher,
[01:11:21.850 --> 01:11:22.690]  I will read them.
[01:11:22.690 --> 01:11:24.870]  I'll also check out the comments on Facebook.
[01:11:24.870 --> 01:11:26.630]  There is an Instagram page, but like Jesse said,
[01:11:26.630 --> 01:11:29.390]  I don't Instagram a lot because it's a podcast.
[01:11:29.390 --> 01:11:30.870]  I can take pictures of Jesse and me
[01:11:30.870 --> 01:11:31.790]  and I can post them up.
[01:11:31.790 --> 01:11:34.930]  Other than that, not a lot to post.
[01:11:34.930 --> 01:11:38.510]  All right, so we're going to talk more about,
[01:11:38.510 --> 01:11:40.190]  I want to make sure I covered all the intro stuff.
[01:11:40.190 --> 01:11:41.030]  I did.
[01:11:41.030 --> 01:11:42.030]  It's a good place to leave questions though.
[01:11:42.030 --> 01:11:43.630]  I'll say that much.
[01:11:43.630 --> 01:11:46.550]  I look at every now and then, make sure there's no,
[01:11:46.550 --> 01:11:47.390]  you know.
[01:11:47.390 --> 01:11:48.210]  On the Instagram?
[01:11:48.210 --> 01:11:49.050]  Yeah.
[01:11:49.050 --> 01:11:49.890]  Oh yeah, I try so hard to answer
[01:11:49.890 --> 01:11:51.390]  all of the questions I get.
[01:11:51.390 --> 01:11:53.270]  Since they shut down, Facebook shut down
[01:11:53.270 --> 01:11:55.310]  the iRegenetics Facebook page and took it
[01:11:55.310 --> 01:11:56.910]  from an interactive page and made it
[01:11:56.910 --> 01:11:59.670]  to just a business page, which I find boring.
[01:11:59.670 --> 01:12:02.230]  So I've gotten a lot of spare time to check Instagram
[01:12:02.230 --> 01:12:03.550]  and stuff like that lately.
[01:12:03.550 --> 01:12:05.390]  I don't really mess around that much on those Facebooks.
[01:12:05.390 --> 01:12:06.810]  They do check them to answer your questions,
[01:12:06.810 --> 01:12:09.630]  but I don't really play there like I used to.
[01:12:09.630 --> 01:12:11.510]  They kind of pissed me off taking my page down like that
[01:12:11.510 --> 01:12:13.550]  without even talking to me.
[01:12:13.550 --> 01:12:14.390]  Dicks.
[01:12:15.990 --> 01:12:17.790]  All right, so we've been doing grow lessons,
[01:12:17.790 --> 01:12:18.630]  teaching you guys.
[01:12:18.630 --> 01:12:20.190]  We're trying to sort of stoner style,
[01:12:20.190 --> 01:12:22.270]  teach you guys how to set up a grow room for yourself
[01:12:22.270 --> 01:12:23.910]  so that you can be self-sufficient.
[01:12:23.910 --> 01:12:25.230]  We've gotten the room built.
[01:12:26.050 --> 01:12:27.870]  We talked about the best places to do it.
[01:12:27.870 --> 01:12:29.670]  We gave you a good guide.
[01:12:29.670 --> 01:12:31.710]  So far, we've got a room built with lights hanging,
[01:12:31.710 --> 01:12:35.150]  but we haven't hung our ballasts yet and our timers.
[01:12:35.150 --> 01:12:36.710]  So that's kind of where we are.
[01:12:37.550 --> 01:12:39.190]  If you guys need to catch up, I'll take a pause
[01:12:39.190 --> 01:12:40.830]  and you can go listen to the two episodes before this
[01:12:40.830 --> 01:12:42.190]  and you can catch up to where we are.
[01:12:42.190 --> 01:12:43.350]  Pausing.
[01:12:43.350 --> 01:12:44.190]  All right, we're back now.
[01:12:44.190 --> 01:12:46.210]  I hope you listened to those and learned a whole shit ton.
[01:12:46.210 --> 01:12:47.390]  We didn't really pause that long.
[01:12:47.390 --> 01:12:49.590]  I should have paused longer because I need a drink.
[01:12:51.430 --> 01:12:52.590]  There's another chance.
[01:12:55.670 --> 01:12:58.390]  Oh, editing is fun.
[01:12:58.390 --> 01:12:59.830]  I don't even edit these shows anymore.
[01:12:59.830 --> 01:13:01.150]  I just put them out the way they go.
[01:13:01.150 --> 01:13:01.990]  I like the flow.
[01:13:01.990 --> 01:13:04.030]  It's way better when we're just high doing our thing.
[01:13:04.030 --> 01:13:06.910]  All right, so we've got this big 10 by eight by eight.
[01:13:06.910 --> 01:13:08.270]  Yeah, we built an eight by eight room.
[01:13:08.270 --> 01:13:10.290]  You've got your poly wrapped around everything.
[01:13:10.290 --> 01:13:11.310]  It's all sealed up.
[01:13:11.310 --> 01:13:12.710]  You got your lights hanging.
[01:13:13.830 --> 01:13:16.670]  Now, what I would like to do is show you the,
[01:13:16.670 --> 01:13:19.710]  not show you, tell you the way I hang my ballasts
[01:13:19.710 --> 01:13:20.590]  and my electronics.
[01:13:20.590 --> 01:13:22.190]  And Jesse and I have a lot of different ideas.
[01:13:22.190 --> 01:13:23.230]  So this will get fun.
[01:13:24.110 --> 01:13:26.550]  I use a piece of plywood to mount all of the electronics
[01:13:26.550 --> 01:13:27.550]  in one area.
[01:13:27.550 --> 01:13:29.190]  At Lowe's or whatever hardware store,
[01:13:29.190 --> 01:13:31.110]  they actually sell a pre-cut board.
[01:13:31.110 --> 01:13:34.950]  I think it's 24, it may be 18 inches by 36 inches.
[01:13:34.950 --> 01:13:37.510]  You can screw that right onto the wall and you can hang.
[01:13:37.510 --> 01:13:39.870]  I can fit four, I can fit five ballasts
[01:13:39.870 --> 01:13:42.190]  and my power box on that.
[01:13:42.190 --> 01:13:44.750]  And so all of the ballasts are plugged in to the power box
[01:13:44.750 --> 01:13:46.470]  and it's also screwed to the board.
[01:13:46.470 --> 01:13:48.110]  I screwed the board to the framing on the outside
[01:13:48.110 --> 01:13:50.490]  of the grow room to keep the heat down.
[01:13:50.490 --> 01:13:52.390]  Jesse was talking about, if you put it on the inside,
[01:13:52.390 --> 01:13:53.710]  keep it close to the door.
[01:13:53.710 --> 01:13:55.550]  The outside is ideal because if something goes wrong,
[01:13:55.550 --> 01:13:58.710]  you don't have to go in there to turn everything off.
[01:13:58.710 --> 01:14:01.710]  Also keep a fire extinguisher near that box.
[01:14:01.710 --> 01:14:03.410]  That's something that I recommend.
[01:14:04.630 --> 01:14:06.550]  You don't wanna have to run into the grow room.
[01:14:06.550 --> 01:14:07.470]  Keep a smoke alarm in there.
[01:14:07.470 --> 01:14:08.950]  If there is a fire, you don't wanna have to go
[01:14:08.950 --> 01:14:11.250]  halfway through the room to get to your fire extinguisher.
[01:14:11.250 --> 01:14:13.350]  You wanna have it outside, kick the door open
[01:14:13.350 --> 01:14:15.630]  and start spraying and put out fire.
[01:14:15.630 --> 01:14:16.910]  That's your biggest fear,
[01:14:16.910 --> 01:14:18.950]  but we gotta be prepared for that.
[01:14:18.950 --> 01:14:21.030]  So you got this board, you got four ballasts.
[01:14:21.830 --> 01:14:22.910]  I put a power box on there
[01:14:22.910 --> 01:14:24.710]  because that's how I plug everything in.
[01:14:24.710 --> 01:14:25.550]  Screwed to the wall.
[01:14:25.550 --> 01:14:26.990]  That's the safest way to do it too.
[01:14:26.990 --> 01:14:28.270]  Yeah, I like those power boxes.
[01:14:28.270 --> 01:14:29.590]  They're really reliable.
[01:14:29.590 --> 01:14:30.550]  They don't pay me to say that.
[01:14:30.550 --> 01:14:31.390]  I buy them straight up.
[01:14:31.390 --> 01:14:32.230]  Made in America.
[01:14:32.230 --> 01:14:33.470]  Made in America, yes.
[01:14:33.470 --> 01:14:35.630]  I was gonna ask you, here's a random side note.
[01:14:35.630 --> 01:14:37.510]  What ballasts are made in America?
[01:14:37.510 --> 01:14:38.350]  Do you know?
[01:14:40.510 --> 01:14:41.350]  I can find out.
[01:14:41.350 --> 01:14:43.630]  You can Google that while I read on for a second.
[01:14:45.630 --> 01:14:47.670]  It's almost time for me to buy several more ballasts
[01:14:47.670 --> 01:14:49.590]  and I would like to buy American-made products
[01:14:49.590 --> 01:14:54.510]  because I noticed that the, what the hell brand is that?
[01:14:54.510 --> 01:14:57.030]  The Quantums that used to be made in Germany,
[01:14:57.030 --> 01:14:58.330]  now they come with a made in China
[01:14:58.330 --> 01:15:00.070]  or a made in Korea sticker on them
[01:15:00.070 --> 01:15:01.830]  and they smell funny now.
[01:15:01.830 --> 01:15:04.270]  And also I've noticed that the fans don't last as long.
[01:15:04.270 --> 01:15:06.310]  They start shitting out really quickly now.
[01:15:06.310 --> 01:15:07.470]  So I don't wanna buy those anymore.
[01:15:07.470 --> 01:15:08.670]  Those used to be my go-tos
[01:15:08.670 --> 01:15:11.990]  because they don't fail like a NextGen does.
[01:15:11.990 --> 01:15:13.590]  A NextGen will just shit out on you.
[01:15:13.590 --> 01:15:16.310]  It'll try to start up and fail just starting.
[01:15:16.310 --> 01:15:17.510]  You can't start properly.
[01:15:17.510 --> 01:15:18.350]  I don't want you.
[01:15:18.350 --> 01:15:21.470]  I actually have a 400 watt NextGen right now I'm using.
[01:15:21.470 --> 01:15:22.310]  I have a 400.
[01:15:22.310 --> 01:15:24.230]  I need to replace my 400 watt NextGen
[01:15:24.230 --> 01:15:25.110]  because it took a shit on me.
[01:15:25.110 --> 01:15:26.590]  I'm running a 600 in that room now
[01:15:26.590 --> 01:15:28.710]  just because I don't wanna go buy that 400.
[01:15:30.230 --> 01:15:32.430]  We actually, we were trying,
[01:15:32.430 --> 01:15:33.950]  they're kind of hard to find nowadays.
[01:15:33.950 --> 01:15:34.790]  The 400?
[01:15:34.790 --> 01:15:35.630]  Yeah, yeah.
[01:15:35.630 --> 01:15:36.470]  Everyone's going bigger.
[01:15:36.470 --> 01:15:37.310]  Yeah.
[01:15:37.310 --> 01:15:38.150]  Yes.
[01:15:38.150 --> 01:15:39.950]  I like to keep my males under a 400 and flower
[01:15:39.950 --> 01:15:41.470]  just because you can just keep them flowering
[01:15:41.470 --> 01:15:44.390]  and you don't need to run all that much light.
[01:15:44.390 --> 01:15:45.990]  If you're just doing a pheno hunt for boys.
[01:15:45.990 --> 01:15:47.550]  How many people pheno hunt for males?
[01:15:47.590 --> 01:15:48.590]  If you're pheno hunting for males,
[01:15:48.590 --> 01:15:50.150]  you're probably not listening to this show.
[01:15:50.150 --> 01:15:53.030]  You're beyond everything we've said so far.
[01:15:53.030 --> 01:15:54.470]  You should be hanging out at the table right here.
[01:15:54.470 --> 01:15:55.670]  If you're pheno hunting for males,
[01:15:55.670 --> 01:15:57.230]  you're invited, send me a message.
[01:15:57.230 --> 01:15:58.070]  We'll find you.
[01:15:58.070 --> 01:15:59.510]  Igrowcultureathotmail.com.
[01:15:59.510 --> 01:16:02.990]  We're just strategizing about that very subject.
[01:16:02.990 --> 01:16:04.590]  Yeah.
[01:16:04.590 --> 01:16:05.830]  Dude, can we talk about that?
[01:16:05.830 --> 01:16:06.670]  Yeah, go for it.
[01:16:06.670 --> 01:16:08.630]  I'm getting really excited about it.
[01:16:08.630 --> 01:16:09.470]  Me too.
[01:16:09.470 --> 01:16:10.510]  I'm IryGenetics, of course.
[01:16:10.510 --> 01:16:11.830]  I'm Rasta Jeff from IryGenetics.
[01:16:11.830 --> 01:16:13.710]  I've been running IryGenetics for a couple few years now.
[01:16:13.710 --> 01:16:14.550]  It's been public.
[01:16:14.550 --> 01:16:15.990]  Seeds have been available.
[01:16:15.990 --> 01:16:18.230]  I cannot keep up with the demand for my product.
[01:16:18.230 --> 01:16:21.230]  I've got enough breeding space to breed plenty of seeds,
[01:16:21.230 --> 01:16:23.350]  but when they go on sale at Nature's Green Remedies,
[01:16:23.350 --> 01:16:25.190]  they sell out in like 48 hours.
[01:16:25.190 --> 01:16:26.510]  Yeah, I've noticed.
[01:16:26.510 --> 01:16:28.990]  So our good buddy, Jesse, has stepped up to the plate.
[01:16:28.990 --> 01:16:30.750]  And now I think Jesse will,
[01:16:30.750 --> 01:16:33.670]  I'm gonna run a bunch of his shit as soon as it's done.
[01:16:33.670 --> 01:16:35.190]  And when I see that his stuff does good,
[01:16:35.190 --> 01:16:36.510]  we're gonna add him to our lineup.
[01:16:36.510 --> 01:16:38.110]  He'll be part of team IryGenetics.
[01:16:38.110 --> 01:16:39.110]  He'll be another breeder.
[01:16:39.110 --> 01:16:40.510]  He'll be our second breeder.
[01:16:41.550 --> 01:16:43.030]  Tripod Farms.
[01:16:43.030 --> 01:16:44.590]  Tripod Farms.
[01:16:44.590 --> 01:16:46.270]  I'm excited to get him in there.
[01:16:46.270 --> 01:16:48.150]  But pretty soon, stuff that Jesse bred
[01:16:48.150 --> 01:16:51.550]  will be available through the IryGenetics catalog.
[01:16:51.550 --> 01:16:52.390]  It'll be sweet.
[01:16:52.390 --> 01:16:53.830]  Got some Kim dog stuff coming
