[00:03.900 --> 00:31.030]  Welcome back, Podcast World!
[54:24.800 --> 54:28.000]  Check the pH of the solution you are feeding your plants.
[54:28.000 --> 54:31.840]  If your pH is off, your plants won't be able to uptake nutrients, which means they will
[54:31.840 --> 54:33.200]  not grow.
[54:33.200 --> 54:37.640]  So once you have mixed up your nutrients, put your pH pin in there and see what the
[54:37.640 --> 54:41.840]  pH of that solution is before you feed it to your plants.
[54:41.840 --> 54:44.800]  If it's not in the appropriate range, adjust it.
[54:44.800 --> 54:47.420]  This is such an overlooked step.
[54:47.420 --> 54:51.060]  Most of the time when people send me pictures of their plants, they say, what is wrong with
[54:51.060 --> 54:52.060]  my plant?
[54:52.060 --> 54:55.860]  I ask them, what was the pH of your last feeding solution?
[54:55.860 --> 54:57.380]  You know what most of their answers are?
[54:57.380 --> 54:58.540]  I don't know.
[54:58.540 --> 55:02.300]  So I usually tell them, check the pH and get back to me, because I would assume if you're
[55:02.300 --> 55:05.220]  not checking the pH, that is probably the issue.
[55:05.220 --> 55:07.020]  You didn't even bother to check.
[55:07.020 --> 55:09.580]  How do I know if you've got another nutritional problem?
[55:09.580 --> 55:14.140]  How do I know if you're overfeeding or underfeeding a specific nutrient if I don't know what the
[55:14.140 --> 55:15.980]  pH of your solution is?
[55:15.980 --> 55:17.900]  You have got to dial in the pH.
[55:17.900 --> 55:21.820]  I've done an entire episode on the importance of pH.
[55:21.820 --> 55:26.500]  For these small plants, I really think they would be happiest with a pH right around 6.1
[55:26.500 --> 55:27.500]  or 6.2.
[55:27.500 --> 55:32.540]  You can go 5.8 to 6.3 if you really want to have a wide range, but I think 6.1 or 6.2
[55:32.540 --> 55:37.420]  in cocoa or soilless mix is going to be ideal for these small plants.
[55:37.420 --> 55:41.740]  We may increase that pH as we go along the grow process, as we pay attention to the plants
[55:41.740 --> 55:43.780]  and see how they react to certain things.
[55:43.860 --> 55:48.740]  For now, I think this 6.2 is right about where we need to be.
[55:48.740 --> 55:49.980]  We've got clean, healthy plants.
[55:49.980 --> 55:50.980]  We don't have any bugs.
[55:50.980 --> 55:52.420]  We don't have any powdery mildew.
[55:52.420 --> 55:56.420]  We have increased our nutrients to increase our vigor and increase growth speed.
[55:56.420 --> 55:59.360]  It is probably time to spread your plants out.
[55:59.360 --> 56:03.300]  If they're too pressed together, if they're too crowded, they're not going to branch out
[56:03.300 --> 56:04.300]  properly.
[56:04.300 --> 56:07.400]  If you've got them crushed in there real tight, it's time to spread them out.
[56:07.400 --> 56:11.380]  If it looks like your plants are getting too tall and too skinny and too stretchy, it's
[56:11.380 --> 56:12.380]  one of two things.
[56:12.620 --> 56:16.540]  They either want more light or they are too close together, which probably just means
[56:16.540 --> 56:18.100]  they want more light.
[56:18.100 --> 56:21.820]  If you've got branches pressed together, if you've got leaves pressed together, if you've
[56:21.820 --> 56:26.200]  got plants overlapping each other, if you've got one plant pressed up against the wall,
[56:26.200 --> 56:28.300]  they know they're too tight together.
[56:28.300 --> 56:31.740]  Instead of branching out, they're going to go straight up and try to get some light.
[56:31.740 --> 56:33.860]  They're all competing for light space.
[56:33.860 --> 56:38.200]  You're probably running your small veg under smaller lights, which means they're really
[56:38.200 --> 56:40.700]  competing for that space if we crowd them in.
[56:40.700 --> 56:41.700]  Spread them out.
[56:42.020 --> 56:43.020]  Let them get some light.
[56:43.020 --> 56:48.200]  Light is the number one desired nutrient and source of energy for our plants over their
[56:48.200 --> 56:49.740]  entire life cycles.
[56:49.740 --> 56:51.960]  They want light more than anything.
[56:51.960 --> 56:53.240]  Light is the key.
[56:53.240 --> 56:55.620]  These plants think they're going to get the sun.
[56:55.620 --> 56:59.740]  We brought them indoors and wired up little T5 bulbs, and we're trying to make them grow
[56:59.740 --> 57:00.740]  with that.
[57:00.740 --> 57:04.560]  So spoil them and give them as much of that T5 lighting as they can get.
[57:04.560 --> 57:08.880]  Give them as much space as they can handle so that you can get maximum performance from
[57:08.880 --> 57:10.520]  our small plants.
[57:10.540 --> 57:13.660]  Now I feel like we've got healthy plants that are pest free.
[57:13.660 --> 57:16.120]  They're probably about eight to 10 inches tall.
[57:16.120 --> 57:18.400]  We're starting to get nice branching on the bottom.
[57:18.400 --> 57:20.400]  We've cleaned up those crappy branches on the bottom.
[57:20.400 --> 57:22.160]  We've pulled off any funky leaves.
[57:22.160 --> 57:24.580]  We've spread them out so that they're not too crowded.
[57:24.580 --> 57:28.920]  We are probably going to transplant these plants into their forever homes within the
[57:28.920 --> 57:30.600]  next week or two.
[57:30.600 --> 57:33.440]  That's going to be the next grow lesson that I provide.
[57:33.440 --> 57:36.300]  We'll be transplanting into our forever homes.
[57:36.300 --> 57:42.020]  I think one thing we should really focus on until we transplant is fat root development.
[57:42.020 --> 57:47.020]  I like my plants to be nearly root bound in these small pots before I transplant them.
[57:47.020 --> 57:51.300]  I like to have to kind of break that root ball up at transplant to make it explode.
[57:51.300 --> 57:55.700]  It sounds crazy, but if you get that root ball kind of tight in a small pot, when we
[57:55.700 --> 57:58.880]  transplant it into the next pot, it will really take off.
[57:58.880 --> 58:01.060]  We will really see explosive growth.
[58:01.060 --> 58:06.240]  We will have a really robust and healthy plant from the very beginning with a solid foundation.
[58:06.380 --> 58:09.780]  Let's let these plants grow and get kind of tight in their pots.
[58:09.780 --> 58:12.680]  You may see some roots coming out of the bottom of your container.
[58:12.680 --> 58:13.680]  That is a good thing.
[58:13.680 --> 58:17.160]  If those roots are nice and white, that means you were feeding those roots very well, that
[58:17.160 --> 58:20.880]  your plants are very happy, that they're getting a nice amount of moisture, that they're getting
[58:20.880 --> 58:25.280]  a nice amount of dry time, that everything is going well inside your rhizosphere.
[58:25.280 --> 58:29.160]  Now, if you want to take a look at your roots and see what kind of root development you're
[58:29.160 --> 58:36.120]  working with, don't be afraid to grab a cup or a pot with a plant in it and put your finger
[58:36.120 --> 58:39.760]  over the pot and kind of make a Spock hand where you're spreading your ring finger and
[58:39.760 --> 58:41.200]  your middle finger apart.
[58:41.200 --> 58:45.140]  Put the stock of the plant right between those two fingers and then just flip that pot upside
[58:45.140 --> 58:47.320]  down and give it a little bit of a shake.
[58:47.320 --> 58:51.800]  If you're confident, you can pull that pot off and you can look directly at the root
[58:51.800 --> 58:52.960]  development.
[58:52.960 --> 58:56.240]  If you start lifting that pot off and the dirt starts falling out like crazy and it's
[58:56.240 --> 59:00.120]  not compact and pressed together, push it back in there and just leave it alone.
[59:00.120 --> 59:02.800]  The roots are not developed enough to try this experiment.
[59:02.800 --> 59:06.920]  If you start lifting that pot off and all the dirt stays in one piece and you can see
[59:06.920 --> 59:11.500]  those roots, you can just lift that pot right off and you can take a look at the root development.
[59:11.500 --> 59:14.560]  If you can see those roots wrapped around inside of there and all the dirt and all the
[59:14.560 --> 59:17.600]  roots are tight into one piece, that is what we're aiming for.
[59:17.600 --> 59:19.600]  You are almost ready for transplant.
[59:19.600 --> 59:23.840]  I like to let those get almost root bound to where the plant is almost filling that
[59:23.840 --> 59:28.800]  container with roots to where it is almost panicking time to put that into a new pot.
[59:28.800 --> 59:33.880]  I feel like if we wait that long to put it into our next pot, we get explosive root growth
[59:33.880 --> 59:36.200]  when we transplant it into the next container.
[59:36.200 --> 59:40.320]  I also feel like we get less transplant shock and I feel like the plant is more developed
[59:40.320 --> 59:43.480]  and more prepared to go into its larger container.
[59:43.480 --> 59:48.280]  If you are experienced or confident, grab a plant, flip it upside down and knock the
[59:48.280 --> 59:50.800]  container off of it and see what comes out.
[59:50.800 --> 59:54.600]  If all the dirt goes flying and the roots come unraveling and hanging out, just plant
[59:54.600 --> 59:58.560]  that back in there really carefully and it will be okay if you're careful about it.
[59:58.560 --> 01:00:00.440]  Do your best not to break any of the roots.
[01:00:00.440 --> 01:00:01.560]  Don't disturb the roots.
[01:00:01.560 --> 01:00:03.000]  You can get them back in there.
[01:00:03.000 --> 01:00:06.320]  While you've got it out, sprinkle a little bit of root inoculant powder on there.
[01:00:06.320 --> 01:00:10.400]  Sprinkle some Plus Life or some Great White right onto the roots and put it back in there
[01:00:10.400 --> 01:00:15.080]  and that inoculant will encourage those roots to grow even more quickly than they already
[01:00:15.080 --> 01:00:16.080]  were.
[01:00:16.080 --> 01:00:18.560]  All right, podcast world, I'm going to press pause for a moment.
[01:00:18.560 --> 01:00:19.560]  I need to take a drink.
[01:00:19.560 --> 01:00:22.300]  I'll probably take a couple of dabs while I'm at it.
[01:00:22.300 --> 01:00:26.080]  When I get back, we will talk more about developing healthy roots and we will also talk about
[01:00:26.080 --> 01:00:27.840]  mycorrhizal fungus.
[01:00:27.840 --> 01:00:29.800]  Take a dab with me and I will be right back.
[01:00:29.800 --> 01:00:31.720]  All right, podcast world, I am back.
[01:00:31.720 --> 01:00:32.800]  I am well medicated.
[01:00:32.800 --> 01:00:34.440]  I am well hydrated.
[01:00:34.440 --> 01:00:38.760]  Let's talk more about healthy roots and mycorrhizal fungus.
[01:00:38.760 --> 01:00:43.680]  Before we transfer our small plants into their forever homes, we want to develop thick, healthy
[01:00:43.680 --> 01:00:44.680]  white roots.
[01:00:44.680 --> 01:00:48.720]  We want a big fat root system so that we've got a well-established plant to go into a
[01:00:48.720 --> 01:00:50.120]  larger pot.
[01:00:50.120 --> 01:00:54.240]  A good microbe product will encourage explosive root growth.
[01:00:54.240 --> 01:00:58.480]  Let's talk about some of the other advantages of our mycorrhizal fungus.
[01:00:58.480 --> 01:01:01.080]  The first obvious advantage is more roots.
[01:01:01.080 --> 01:01:04.280]  More roots means our plants can eat more, which means our plants can drink more, which
[01:01:04.280 --> 01:01:09.040]  means our plants will grow more quickly, which means we will produce more branching, which
